Rank,Title,Score,Chapters/Volumes,Published
6478,Persona 4: The Ultimate in Mayonaka Arena,7.10,Manga (3 vols),Aug 2012 - Jan 2014
6479,Kantan na Monitor desu,7.10,Light Novel (1 vols),Mar 2013 - Mar 2013
6480,Mayonaka no Cross Method,7.10,Manga (4 vols),Apr 2014 - Nov 2016
6481,Boku wa Ohimesama ni Narenai,7.10,Manga (3 vols),Sep 2013 - Jun 2016
6482,Gun-Ota ga Mahou Sekai ni Tensei shitara, Gendai Heiki de Guntai Harem wo Tsukucchaimashita!?,7.10,Light Novel (12 vols),Oct 2014 - Dec 2017
6483,Bameur Geonneun Seonbi,7.10,Manhwa (20 vols),Feb 2012 - Jun 2018
6484,Kimi no Koto nado Zettai ni,7.10,Manga (4 vols),Aug 2014 - Jul 2017
6485,Yuuki Yuuna wa Yuusha-bu Shozoku,7.10,Manga (3 vols),Jul 2014 - Jun 2016
6486,Shirobako: Introduction,7.10,Light Novel (1 vols),Jan 2015 - Jan 2015
6487,Pray for Japan,7.10,Doujinshi (1 vols),May 2011 - May 2011
6488,High☆Speed!,7.10,Manga (2 vols),Aug 2015 - Aug 2015
6489,Gokiburi Buster,7.10,One-shot (? vols),Mar 2015 - Mar 2015
6490,Maken no Daydreamer,7.10,Light Novel (15 vols),Apr 2014 - Sep 2018
6491,Sore wa Marude Yume no Youna,7.10,One-shot (? vols),Dec 2014 - Dec 2014
6492,Chou Shinri Genshou Nouryokusha Nanaki,7.10,Manga (3 vols),Oct 2003 - Oct 2004
6493,Kidou Senshi Gundam SEED: X Astray,7.10,Manga (2 vols),Sep 2003 - Jul 2004
6494,Guru Guru Pon-chan,7.10,Manga (9 vols),1997 - 2000
6495,R.I.P.,7.10,Manga (1 vols),Apr 1999 - Mar 2000
6496,Rakuen,7.10,Manga (1 vols),Jan 2003 - Jan 2003
6497,Mitsu x Mitsu Drops,7.10,Manga (8 vols),2004 - 2006
6498,Utawarerumono,7.10,Manga (2 vols),Sep 2005 - Nov 2006
6499,Oishii Study,7.10,Manga (1 vols),Jan 1997 - Jan 1997
6500,Ressentiment,7.10,Manga (4 vols),Dec 2003 - Feb 2005
6501,Doll,7.10,Manga (1 vols),Jan 1996 - Jan 1996
6502,Gekka no Kimi,7.10,Manga (7 vols),2002 -
6503,Aoi Spice,7.10,Manga (2 vols),1997 - 1998
6504,Bouken Shounen,7.10,Manga (1 vols),Oct 1998 - Apr 2005
6505,Yu☆Gi☆Oh! GX,7.10,Manga (9 vols),Dec 2005 - Mar 2011
6506,Ludwig II,7.10,Manga (3 vols),Mar 1996 - Nov 1998
6507,Jigoku Shoujo,7.10,Manga (9 vols),Oct 2005 - Aug 2008
6508,Saru demo Kakeru Manga Kyoushitsu,7.10,Manga (3 vols),1989 - 1990
6509,Sprout,7.10,Manga (7 vols),Jan 2006 - May 2008
6510,Love Love Shock,7.10,Manga (1 vols),1999 - 1999
6511,Bronze no Tenshi,7.10,Manga (7 vols),2004 - 2007
6512,Orochi,7.10,Manga (5 vols),May 1969 - Jul 1970
6513,The Girl's Winter,7.10,Manhwa (? vols),2007 - 2007
6514,Valkyrie Profile: Silmeria,7.10,Manga (4 vols),Jun 2006 - Feb 2009
6515,H2O: Footprints in the Sand,7.10,Manga (2 vols),Jan 2007 - Feb 2008
6516,Koori no Kiss de Toroketai,7.10,Manga (1 vols),-
6517,Vision of the Other Side,7.10,Manhua (12 vols),1998 -
6518,Boku wa ne.,7.10,Manga (5 vols),Jan 2000 - Dec 2004
6519,Eden's Bowy,7.10,Manga (20 vols),Dec 1993 - Sep 2009
6520,Kimi ga Waratta,7.10,Manga (1 vols),Mar 1995 - Mar 1995
6521,Chrome Breaker,7.10,Manga (4 vols),Jul 2005 - Oct 2009
6522,Dr. Rin ni Kiitemite!,7.10,Manga (8 vols),Jul 1999 - May 2003
6523,Boarding House of Hunks,7.10,Manhwa (17 vols),Oct 2006 - Jan 2007
6524,Alpen Rose,7.10,Manga (9 vols),Apr 1983 - May 1986
6525,Kawaii tte Itte yo,7.10,Manga (1 vols),2004 - 2004
6526,Return,7.10,Manga (7 vols),1995 - 1998
6527,Shi Hwa Mong,7.10,Manhwa (15 vols),2002 - 2012
6528,Koi Neko,7.10,Manga (12 vols),Sep 2004 - Dec 2012
6529,Mannaka no Ouji,7.10,Manga (1 vols),Aug 2005 - Sep 2007
6530,Tengen Toppa Gurren Lagann: Gurren Gakuen-hen,7.10,Manga (1 vols),Aug 2008 - Jan 2009
6531,Kandachime,7.10,Manga (9 vols),Apr 2007 - Sep 2011
6532,Koi-Moyou,7.10,Manga (2 vols),2007 -
6533,kaiyorihito/kaiyorishiki,7.10,Manga (2 vols),Aug 2007 - Oct 2010
6534,PuiPui!,7.10,Manga (3 vols),Mar 2007 - Feb 2009
6535,Ootari Gakuen Shikkoubu,7.10,Manga (1 vols),-
6536,Doku no Aji,7.10,One-shot (? vols),2003 - 2003
6537,Meister,7.10,Manga (2 vols),Dec 2008 - Feb 2009
6538,Sentimental Honey,7.10,One-shot (? vols),-
6539,Code Geass: Hangyaku no Lelouch Koushiki Comic Anthology For Boys - Queen,7.10,Manga (5 vols),Jul 2007 - Oct 2008
6540,Hanbun no Tsuki ga Noboru Sora,7.10,Manga (2 vols),Aug 2005 - Nov 2006
6541,Shisei,7.10,One-shot (? vols),2009 - 2009
6542,Cousin,7.10,Manga (3 vols),2004 - 2007
6543,Koi ja nai no da!,7.10,Manga (2 vols),2008 - 2009
6544,Lonesome Eden,7.10,Manhua (1 vols),2007 - 2008
6545,Ushio to Tora Gaiden,7.10,Manga (1 vols),1997 -
6546,Megane ~ Hazushitemo Ii desu ka?,7.10,Manga (1 vols),Jul 2009 - Jul 2009
6547,Shikou Shounen,7.10,Manga (2 vols),1994 - 1997
6548,Murim Login,7.10,Manhwa (? vols),May 2020 -
6549,Regina Rena: To the Unforgiven,7.10,Manhwa (? vols),Dec 2021 -
6550,Volcanic Age,7.10,Manhwa (? vols),Sep 2017 -
6551,Revolutionary Princess Eve,7.10,Manhwa (? vols),Mar 2021 -
6552,Darenimo Ienai, Futarigoto,7.10,Manga (? vols),May 2017 - Jan 2018
6553,Mia: Unjou no Neverland,7.10,Manga (1 vols),Sep 2017 - Oct 2017
6554,Kono Yuusha ga Ore Tueee Kuse ni Shinchou sugiru,7.10,Manga (? vols),Nov 2018 -
6555,Ah! Warera ga Myao Shougun,7.10,Manga (4 vols),Oct 2018 - Dec 2020
6556,Kono Subarashii Sekai ni Shukufuku wo! Megumin Anthology Aka,7.10,Manga (1 vols),Nov 2018 - Nov 2018
6557,Sensei mo Net Sedai,7.10,Manga (? vols),Nov 2018 -
6558,Kumo desu ga, Nani ka?: Kumoko Sisters no Nichijou,7.10,Manga (? vols),Jul 2019 -
6559,Alma,7.10,Manga (4 vols),Oct 2019 - Jul 2020
6560,Touhou Chireikiden: Hansoku Tantei Satori,7.10,Manga (? vols),Oct 2019 -
6561,Kuraki Kyuuden no Shisha no Ou,7.10,Manga (2 vols),Jan 2020 - May 2021
6562,Robo sapiens Zenshi,7.10,Manga (2 vols),Jul 2018 - Jun 2019
6563,Juujika no Rokunin,7.09,Manga (? vols),Mar 2020 -
6564,Mr. Mallow Blue,7.10,Manga (? vols),Nov 2019 -
6565,Hikikomori Niizuma,7.10,Manga (1 vols),Feb 2020 - Jun 2020
6566,Shiotaiou no Satou-san ga Ore ni dake Amai @comic,7.10,Manga (? vols),May 2020 -
6567,Hazure Skill "Mapping" wo Te ni Shita Shounen wa Saikyou Party to Dungeon ni Idomu,7.10,Light Novel (? vols),May 2018 -
6568,Moshi, Koi ga Mieta nara,7.10,Manga (3 vols),Jun 2020 - Feb 2022
6569,Arashi-kun no Dakimakura,7.10,Manga (? vols),Mar 2020 -
6570,Amagami-san Chi no Enmusubi,7.10,One-shot (? vols),Dec 2020 - Dec 2020
6571,Boku no Hero Academia the Movie: Futari no Hero,7.10,Light Novel (1 vols),Aug 2018 - Aug 2018
6572,Seijo-sama? Iie, Toorisugari no Mamonotsukai desu!: Zettai Muteki no Seijo wa Mofumofu to Tabi wo Suru,7.10,Manga (? vols),Mar 2020 -
6573,Shinjiteita Nakama-tachi ni Dungeon Okuchi de Korosarekaketa ga Gift "Mugen Gacha" de Level 9999 no Nakama-tachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & "Zamaa!" Shimasu!,7.10,Manga (? vols),May 2021 -
6574,Hamuko to Gao-kun,7.10,Manga (? vols),Nov 2020 - Feb 2021
6575,Judge,7.10,Manga (6 vols),Jan 2010 - Aug 2012
6576,Hachune Miku no Nichijou: Roipara!,7.10,Manga (4 vols),Dec 2007 - Aug 2011
6577,The Phantom King,7.10,Manhwa (7 vols),Jul 2009 - 2012
6578,Appleseed Databook,7.10,Manga (1 vols),1990 - 1990
6579,Megane Cafe Glass,7.10,Manga (1 vols),2008 - 2008
6580,Ten no Taka,7.10,Manga (1 vols),Sep 2002 - Sep 2002
6581,Nikukyuu Punipuni Nikki,7.10,Manga (4 vols),2003 -
6582,Song of the Doll,7.10,Manhwa (5 vols),2010 - 2012
6583,Kigurumi Planet,7.10,Manga (2 vols),2008 - Apr 2011
6584,Gakuen God!,7.10,Manga (1 vols),Aug 2009 - Nov 2009
6585,Paranoia Street,7.10,Manga (3 vols),1999 - 2002
6586,Skyhigh 4,7.10,Manga (1 vols),Aug 2010 - Aug 2010
6587,Alyosha!,7.10,Manga (5 vols),May 2010 - Apr 2013
6588,Fujoshi Kanojo,7.10,Light Novel (2 vols),Dec 2006 - Aug 2007
6589,I-Ren,7.10,Manhwa (7 vols),2010 - 2013
6590,GIRL,7.10,Manhwa (16 vols),2010 -
6591,EX: Shounen Hyouryuu,7.10,Manga (5 vols),Jul 1999 - Aug 2001
6592,Sora ni Haeru,7.10,One-shot (? vols),Oct 2009 - Oct 2009
6593,Momoyama Kyoudai,7.10,Manga (4 vols),Oct 2004 - Oct 2012
6594,Nice Guy Syndrome,7.10,Manhwa (11 vols),2011 -
6595,Rinjin wa Chou,7.10,Manga (1 vols),Oct 2011 - Dec 2012
6596,Watarai-kun Ke no Youkai-san,7.10,One-shot (? vols),Oct 2010 - Oct 2010
6597,AKB0048: Episode 0,7.10,Manga (7 vols),Dec 2011 - Nov 2013
6598,Zettai Renai Program,7.10,Manga (2 vols),Jul 2012 - Oct 2012
6599,K,7.10,Manga (1 vols),May 1988 - May 1988
6600,Sougou Tovarisch,7.10,Manga (3 vols),Aug 2011 - May 2013
6601,Halloween Tantei Oz Williams,7.10,Manga (3 vols),Jul 2012 - Jul 2014
6602,Waltz no Ojikan,7.10,Manga (3 vols),Dec 2012 - Dec 2013
6603,Otome Holic,7.10,Manga (3 vols),Dec 2012 - Nov 2013
6604,Mirai Nikki: Redial,7.10,Manga (1 vols),Mar 2013 - Jul 2013
6605,Genghis Khan,7.10,Manga (5 vols),Apr 1991 - Feb 1992
6606,Ochite Chikachika,7.10,Manga (1 vols),May 2013 - Jun 2013
6607,Shinonome Yuuko wa Tanpen Shousetsu wo Aishiteiru,7.10,Manga (1 vols),May 2012 - Aug 2013
6608,Chiruran: Shinsengumi Requiem,7.10,Manga (? vols),Oct 2010 -
6609,Sorekara, Kimi wo Kangaeru,7.10,Manga (1 vols),Oct 2013 - Apr 2015
6610,Fruits Basket: Another,7.10,Manga (4 vols),Sep 2015 - Aug 2020
6611,Boruto: Naruto the Movie Tokubetsu Bangai-hen - Naruto ga Hokage ni Natta Hi,7.10,One-shot (? vols),Aug 2015 - Aug 2015
6612,Hoshikuzu Gakuen C Course,7.10,Manga (2 vols),Sep 2015 - May 2016
6613,Kokkoku,7.10,Manga (8 vols),May 2008 - Sep 2014
6614,Midara na Ao-chan wa Benkyou ga Dekinai,7.10,Manga (8 vols),Oct 2015 - Dec 2018
6615,Anagura Amélie,7.10,Manga (12 vols),Feb 2016 - Jul 2019
6616,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,7.10,Light Novel (13 vols),Aug 2016 - Mar 2020
6617,Hokenshitsu no Kageyama-kun,7.10,Manga (4 vols),Jan 2017 - Jan 2019
6618,Shikkakumon no Saikyou Kenja: Sekai Saikyou no Kenja ga Sarani Tsuyokunaru Tame ni Tensei Shimashita,7.10,Light Novel (? vols),May 2017 -
6619,Renzu-sou no Sankaku,7.10,Manga (3 vols),Nov 2016 - Mar 2018
6620,At Each Other's Throats,7.10,Manhwa (? vols),Sep 2014 - May 2017
6621,Neko to Kurasu,7.09,Manga (1 vols),Apr 2012 - Aug 2012
6622,Fukurousou Aki Arimasu,7.09,Manga (3 vols),Nov 2014 - Nov 2015
6623,Fire Emblem: Kakusei Comic Anthology,7.09,Manga (2 vols),Dec 2014 - May 2015
6624,Land,7.09,Manga (11 vols),Mar 2014 - Jul 2020
6625,After Hours,7.09,Manga (3 vols),Mar 2015 - Jan 2018
6626,Ad Astra Per Aspera,7.09,Manga (? vols),Sep 2015 -
6627,Keppeki Danshi! Aoyama-kun,7.09,Manga (13 vols),May 2014 - Jan 2018
6628,Uchuu no Profile,7.09,Manga (1 vols),Sep 2015 - May 2016
6629,Da Zhu Zai,7.09,Manhua (? vols),Apr 2014 -
6630,Ichijou Kaname to wa Kakawaranai,7.09,Manga (2 vols),Apr 2016 - Jan 2017
6631,Nyanko Days,7.09,Manga (5 vols),Aug 2014 - Oct 2020
6632,Tensei shite Inaka de Slow Life wo Okuritai,7.09,Light Novel (? vols),Aug 2016 -
6633,Sorairo Flutter,7.09,Manga (3 vols),Jan 2017 - Sep 2018
6634,Hinowa ga Yuku!,7.09,Manga (? vols),Jun 2017 -
6635,Alma-chan wa Kazoku ni Naritai,7.09,Manga (? vols),Jul 2021 -
6636,The Legendary Moonlight Sculptor,7.09,Manhwa (? vols),Feb 2015 -
6637,Otome to Meteor,7.09,Manga (2 vols),Mar 2013 - Feb 2014
6638,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! Anthology,7.09,Manga (1 vols),Jun 2013 - Jun 2013
6639,Tamachen!!,7.09,Manga (1 vols),Sep 2012 - Apr 2013
6640,Boku no Negai ga Kanau nara,7.09,One-shot (? vols),Mar 2014 - Mar 2014
6641,Koi Chirakashite,7.09,Manga (4 vols),Feb 2011 - Oct 2016
6642,Gojikanme no Sensou,7.09,Manga (4 vols),May 2014 - Feb 2017
6643,Tengen Toppa Gurren Lagann: Otoko Ippiki-hen,7.09,Manga (1 vols),Aug 2013 - Nov 2013
6644,Koiiji,7.09,Manga (10 vols),Aug 2014 - Nov 2018
6645,Uchiha Sasuke no Sharingan Den,7.09,Manga (3 vols),Oct 2014 - Apr 2017
6646,Watari-kun no xx ga Houkai Sunzen,7.09,Manga (? vols),Aug 2014 -
6647,Online: The Comic,7.09,Manga (? vols),Aug 2013 -
6648,Kagerou Daze Koushiki Anthology Comic: Winter,7.09,Manga (1 vols),Nov 2013 - Nov 2013
6649,Isekai de Café wo Kaiten shimashita.,7.09,Manga (? vols),Oct 2014 -
6650,Yume no Moribito,7.09,Manga (4 vols),May 2014 - Jan 2016
6651,Fushigi Yuugi: Byakko Ibun,7.09,One-shot (? vols),Feb 2015 - Feb 2015
6652,Henjo: Hen na Joshikousei Amaguri Senko,7.09,Manga (? vols),Sep 2012 -
6653,Shinyaku Märchen,7.09,Manga (5 vols),Sep 2015 - Jan 2020
6654,Le Chevalier d'Eon,7.09,Manga (8 vols),Jan 2005 - Nov 2008
6655,Orion no Shounen: Aquarian Age,7.09,Manga (5 vols),2001 - 2003
6656,Dengeki! Pikachu,7.09,Manga (4 vols),Apr 1997 - Dec 1999
6657,Vendemiaire no Tsubasa,7.09,Manga (2 vols),Nov 1995 - Nov 1997
6658,NOW,7.09,Manhwa (25 vols),2001 - 2006
6659,Sora Sora,7.09,Manga (1 vols),Sep 2000 - Dec 2000
6660,Hitohira,7.09,Manga (7 vols),Mar 2004 - May 2009
6661,Gokuraku Café,7.09,Manga (2 vols),2001 - 2002
6662,Ao no Fuuin,7.09,Manga (11 vols),May 1992 - Nov 1994
6663,Kakan no Madonna,7.09,Manga (7 vols),Dec 1992 - 1994
6664,Tropical ni Koiiro,7.09,One-shot (? vols),2005 - 2005
6665,So Bad!,7.09,Manga (6 vols),1992 - 1998
6666,Mad★Bull 34,7.09,Manga (27 vols),Jul 1985 - Jan 1991
6667,The Third: Sabaku no Hoshi no Apprentice Girl,7.09,Manga (2 vols),Nov 2005 - Nov 2006
6668,Himitsu Kichi,7.09,Manga (1 vols),2004 - 2004
6669,Gokuraku Doumei,7.09,Manga (4 vols),2005 - 2006
6670,Dragon★Girl,7.09,Manga (5 vols),Jun 2006 - Jun 2008
6671,Utahime,7.09,Manga (1 vols),2007 - 2007
6672,Dark Metro,7.09,Manga (3 vols),Feb 2008 - Aug 2008
6673,Blazer Drive,7.09,Manga (9 vols),Apr 2008 - Dec 2010
6674,Flower*Flower,7.09,Manga (2 vols),Jun 2007 - Sep 2010
6675,Glaucos,7.09,Manga (4 vols),Jul 2003 - Mar 2005
6676,Maiwai,7.09,Manga (11 vols),2002 - Mar 2008
6677,Youkai Navi Luna,7.09,Manga (7 vols),Mar 2008 - Mar 2010
6678,Kakusan,7.09,Manga (2 vols),Nov 1992 - Jan 1998
6679,Player Kill,7.09,Manhwa (33 vols),-
6680,Kidou Senshi Gundam,7.09,Manga (2 vols),May 1979 - Feb 1982
6681,Kamisama Dolls,7.09,Manga (12 vols),Dec 2006 - Feb 2013
6682,Chizumi & Fujiomi - Gin-iro Ehon,7.09,Manga (1 vols),Dec 1984 - May 1985
6683,Bambi no Tegami,7.09,Manga (1 vols),Jul 2007 - Jul 2007
6684,Bamboo Blade B,7.09,Manga (12 vols),Jan 2009 - Nov 2013
6685,Loveless,7.09,Light Novel (2 vols),Jul 2008 - Apr 2009
6686,Say Say Say,7.09,Manhwa (7 vols),-
6687,Tetsuya: Jansei to Yobareta Otoko,7.09,Manga (41 vols),Jul 1997 - Dec 2004
6688,Meteor,7.09,Manga (4 vols),2007 - 2008
6689,Run Day Burst,7.09,Manga (8 vols),Nov 2008 - Nov 2011
6690,Kuuchuu Teien,7.09,Manga (1 vols),Mar 2009 - Mar 2009
6691,Kyou no Asuka Show,7.09,Manga (4 vols),Aug 2009 - Jul 2013
6692,Young Gun Carnaval,7.09,Manga (5 vols),Jun 2008 - Feb 2011
6693,Short Program 2,7.09,Manga (1 vols),May 1988 - Dec 1994
6694,Chocolate Girl,7.09,Manga (3 vols),May 2010 - Oct 2011
6695,Regatta: Kimi to Ita Eien,7.09,Manga (6 vols),Jun 2001 - Oct 2004
6696,Hell Blade,7.09,Manhwa (5 vols),2009 - 2011
6697,Ozu no Kakashi Tsukai,7.09,Manga (1 vols),2010 -
6698,Golden Boy II: Sasurai no Obenkyou Yarou Geinoukai Ooabare-hen,7.09,Manga (2 vols),Sep 2010 - May 2011
6699,ənígmə,7.09,Manga (7 vols),Sep 2010 - Oct 2011
6700,Flying☆Witch,7.09,One-shot (? vols),Jul 2010 - Jul 2010
6701,Donten Prism Solar Car,7.09,Manga (2 vols),Sep 2010 - Jun 2011
6702,Morita-san wa Mukuchi,7.09,Manga (? vols),May 2007 -
6703,Hatsukiai,7.09,Manga (2 vols),Dec 2009 -
6704,Mahou Shoujo Kazumi★Magica: The Innocent Malice,7.09,Manga (5 vols),Jan 2011 - Nov 2012
6705,Gekiman!,7.09,Manga (6 vols),May 2010 - Sep 2012
6706,Clover no Kuni no Alice: Kuroi Tokage to Nigai Aji,7.09,Manga (3 vols),Jun 2011 - Sep 2011
6707,Seikoku no Dragonar,7.09,Manga (13 vols),Apr 2011 - Nov 2016
6708,Sugarless,7.09,Manga (18 vols),Jan 2010 - Apr 2013
6709,Bad Boys,7.09,Manga (22 vols),1988 - 1996
6710,Udon no Hito,7.09,Manga (1 vols),May 2010 - Jun 2011
6711,Papa no Iukoto wo Kikinasai!: Sorairo no Hibiki,7.09,Manga (2 vols),Oct 2011 - Dec 2012
6712,Mako to Aki-chan no Koigokoro,7.09,Manga (1 vols),Jan 2010 - Jul 2011
6713,Kare no Aijou no Hakari,7.09,Manga (1 vols),Nov 2011 - Jan 2012
6714,Clover no Kuni no Alice: Kishi no Kokoroe,7.09,Manga (3 vols),Feb 2012 - Jan 2013
6715,Crimsons: Akai Koukaishatachi,7.09,Manga (4 vols),Jan 2011 - Sep 2012
6716,Sabage-bu!,7.09,Manga (13 vols),Dec 2010 - Dec 2016
6717,Heart of Freaks,7.09,Light Novel (1 vols),Dec 2008 - Dec 2008
6718,Blood-C: The Last Dark,7.09,Light Novel (1 vols),Jun 2012 - Jun 2012
6719,Biblia Koshodou no Jiken Techou,7.09,Manga (6 vols),Feb 2012 - Jul 2014
6720,Kotoura-san,7.09,Manga (7 vols),Jul 2010 - Mar 2015
6721,Shishunki no Iron Maiden,7.09,Manga (5 vols),Oct 2012 - Oct 2014
6722,Suisei no Gargantia,7.09,Manga (3 vols),Jan 2013 - Jan 2014
6723,Super Danganronpa 2: Dangan Island Kokoro Tokonatsu, Kokoronpa♪,7.09,Manga (1 vols),Oct 2012 - Apr 2013
6724,31☆Idream,7.09,Manga (? vols),Apr 2013 -
6725,Yuugai Shitei Doukyuusei,7.09,Manga (3 vols),Jul 2017 - Sep 2019
6726,Darling in the FranXX!,7.09,Manga (1 vols),Jan 2018 - Jul 2018
6727,Shenyin Wangzuo,7.09,Manhua (? vols),Oct 2012 -
6728,Choukadou Girl ⅙,7.09,Manga (4 vols),Jul 2012 - Nov 2015
6729,Switch,7.09,Manga (15 vols),Apr 2018 - May 2021
6730,Fate/Grand Order: Epic of Remnant - Ashu Tokuiten IV - Kinki Kourin Teien Salem - Itan naru Salem,7.09,Manga (? vols),Jan 2019 -
6731,Mahouka Koukou no Rettousei: Steeplechase-hen,7.09,Manga (3 vols),Mar 2019 - Nov 2020
6732,Mushikaburi-hime,7.09,Manga (? vols),Aug 2018 -
6733,Hello World,7.09,Manga (2 vols),Jul 2019 - Mar 2020
6734,Dosanko Gal wa Namara Menkoi,7.09,Manga (? vols),Sep 2019 -
6735,Bukiyou na Senpai.,7.09,Manga (? vols),Dec 2019 -
6736,Koishita node Cast shitemita,7.09,Manga (? vols),Apr 2019 -
6737,BNA,7.09,Manga (? vols),May 2020 -
6738,Natsuaki-kun wa Kyou mo Kokuhaku shitai,7.09,Manga (? vols),May 2020 -
6739,Youkaku no Majoromi,7.09,Manga (? vols),Sep 2017 -
6740,Shokei sareta Kenja wa Lich ni Tensei shite Shinryaku Sensou wo Hajimeru,7.09,Manga (? vols),Jun 2020 -
6741,The Beloved Little Princess,7.09,Manhwa (? vols),Mar 2020 -
6742,Josou wo Yamerarenaku Naru Otokonoko no Hanashi,7.09,Manga (? vols),May 2021 -
6743,Sakazuki-san Chi no Gikyoudai,7.08,Manga (4 vols),Mar 2017 - Sep 2018
6744,Portrait,7.08,One-shot (? vols),Dec 2016 - Dec 2016
6745,Sorairo Lemon to Mayoi Neko,7.08,Manga (6 vols),Sep 2017 - Jun 2019
6746,Mai no Mushigurashi,7.08,Manga (2 vols),Aug 2015 - Dec 2018
6747,Mikami to Sato wa Mada Yamashikunai,7.08,Manga (? vols),Mar 2017 -
6748,Planet With,7.08,Manga (? vols),Apr 2018 -
6749,Shaman King: The Super Star,7.08,Manga (? vols),May 2018 -
6750,Himeno-chan ni Koi wa Mada Hayai,7.08,Manga (7 vols),Aug 2018 - Jun 2021
6751,Koi ni Dokubari,7.08,Manga (2 vols),Jan 2019 - Sep 2019
6752,Feng Ni Tianxia,7.08,Manhua (? vols),Mar 2015 -
6753,Shounen no Ato,7.08,Manga (3 vols),Feb 2019 - Nov 2020
6754,Yubisaki kara Honki no Netsujou: Charao Shouboushi wa Massugu na Me de Watashi wo Daita,7.08,Manga (? vols),Jul 2018 -
6755,SINoALICE,7.06,Manga (? vols),Jun 2019 -
6756,Kanojo no Imouto to Kiss wo Shita.,7.08,Light Novel (? vols),Apr 2020 -
6757,Gunbured x Sisters,7.08,Manga (4 vols),Sep 2019 - Aug 2021
6758,Tsukarekitta Onna ga Shinu hodo Iyasareru Tame ni.,7.08,Manga (2 vols),May 2019 - Jul 2020
6759,Kanojo, Okarishimasu: Koushiki Anthology Comic,7.08,Manga (1 vols),Aug 2020 - Aug 2020
6760,Hidarite no Tame no Nijuusou,7.08,Manga (? vols),Aug 2019 -
6761,Naka no Warui Iinazuke no Hanashi,7.08,Manga (3 vols),Dec 2019 - Oct 2020
6762,Meccha Shoukan sareta Ken the Comic,7.08,Manga (? vols),Jul 2020 -
6763,Warui ga Watashi wa Yuri ja Nai,7.08,Manga (? vols),Feb 2020 -
6764,Tanaka-ke, Tensei suru.,7.08,Manga (? vols),Jun 2020 -
6765,Kimetsu no Yaiba: Kaze no Michishirube,7.08,Light Novel (1 vols),Jul 2020 - Jul 2020
6766,Lip Smoke,7.08,Manga (1 vols),Apr 2013 - Jan 2014
6767,Nanoka no Kare,7.08,Manga (14 vols),Dec 2013 - Aug 2017
6768,Billion Dogs,7.08,Manga (4 vols),Dec 2013 - Jan 2017
6769,Shiro no Koro,7.08,Manga (1 vols),Apr 2011 - Apr 2012
6770,Umineko no Naku Koro ni Shi: Forgery of the Purple Logic,7.08,Manga (2 vols),2012 - 2013
6771,Oshiete, Kurogane-kun,7.08,Manga (1 vols),Jun 2012 - Jan 2013
6772,Usotsuki Ouji to Nisemono Kanojo,7.08,Manga (5 vols),Apr 2014 - Nov 2015
6773,Blood Brat★Blood Lad,7.08,Manga (1 vols),Nov 2012 - Jul 2013
6774,Death March kara Hajimaru Isekai Kyousoukyoku,7.08,Manga (? vols),Nov 2014 -
6775,2.5-jigen Kareshi,7.08,Manga (2 vols),Nov 2014 - Jun 2015
6776,Hinadori no Waltz,7.08,Manga (9 vols),Dec 2014 - May 2017
6777,Okujou no Yurirei-san Side B: Nakayoshi Quiz,7.08,Manga (1 vols),Apr 2015 - Apr 2015
6778,Naruto Jinraiden: Okami no Naku Hi,7.08,Light Novel (1 vols),Nov 2012 - Nov 2012
6779,Henshin no News,7.08,Manga (1 vols),Dec 2011 - Aug 2012
6780,Gochuumon wa Usagi desu ka? Anthology Comic,7.08,Manga (? vols),Apr 2014 -
6781,Corpse Party,7.08,Manga (2 vols),May 2015 - Dec 2015
6782,Nomi Joshi,7.08,Manga (? vols),Jul 2013 -
6783,Shounen Shoujo,7.08,Manga (3 vols),Jan 2016 - Apr 2017
6784,Akita Imokko! Ebina-chan,7.08,Manga (2 vols),Dec 2015 - Sep 2017
6785,Saiouji Kyoudai ni Komarasareru no mo Warukunai,7.08,Manga (5 vols),May 2016 - Nov 2018
6786,Thunderbolt Fantasy: Touriken Yuuki,7.08,Manga (4 vols),Jul 2016 - Apr 2017
6787,Kuuden Noise no Himegimi,7.08,Manga (3 vols),Jul 2016 - Jun 2018
6788,Route End,7.08,Manga (8 vols),Feb 2017 - Feb 2019
6789,Ryuu no Haisha,7.08,Manga (1 vols),Sep 2017 - Dec 2017
6790,Return to Player,7.08,Manhwa (? vols),Aug 2020 -
6791,Returners: Aka no Kikansha,7.08,Manga (3 vols),Jul 2009 - Jun 2013
6792,Fuwa Fuwa♥Cinnamon,7.08,Manga (5 vols),Nov 2004 - Aug 2007
6793,Chronos: Deep,7.08,Manga (3 vols),Apr 2010 - Jun 2012
6794,Linkage,7.08,Manga (1 vols),Mar 2008 - Mar 2009
6795,Ikemen-kun to Saenai-kun,7.08,Manga (1 vols),2010 - 2010
6796,Honey Rabbit!,7.08,Manga (1 vols),Jul 2010 - Oct 2013
6797,Mobile Suit Gundam 00 in those days,7.08,Manga (1 vols),2008 - Aug 2010
6798,Nise no Chigiri,7.08,Manga (4 vols),Jul 2010 - Mar 2012
6799,Sprite,7.08,Manga (15 vols),Apr 2009 - Apr 2015
