Rank,Title,Score,Episodes,Airing
-,Yabunuma 2: Taninbou ni Nakasareru Kimi ga Itoshikute,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Call of Latho,N/A,Light Novel (1 vols),May 2017 - May 2017
-,Alien Hunter Shia,N/A,Light Novel (1 vols),May 2017 - May 2017
-,Hitozuma Sanbou Tamahagane Izumo: Fujisan Dairyoujoku Sakusen,N/A,Light Novel (1 vols),May 2017 - May 2017
-,Injoku no Seikishi Seria,N/A,Light Novel (1 vols),May 2017 - May 2017
-,Ojousama to Issho Bangai-hen: Koneko-chan to Issho,N/A,Light Novel (1 vols),May 2017 - May 2017
-,Oshikake Ojousama Gaiden: Watashi wa Anata no Maid desu!,N/A,Light Novel (1 vols),May 2017 - May 2017
-,Geshuku no Oniisan,N/A,Doujinshi (? vols),Aug 2009 -
-,Zettaiteki Kenryokusha wa Isekai de Harem wo Tsukuru,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Ryouko-chan no Kyousui,N/A,Doujinshi (1 vols),Sep 2012 - Sep 2012
-,Imouto Love!,N/A,Doujinshi (2 vols),Dec 2015 - Aug 2016
-,Omae no Tsuma wa, Ore no Inran Nikuyome: Otonari-san wa Yokkyuu Fuman deshita,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Isekai Harem-sou no Kanrinin Narimasen ka?,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Boku ni wa Dragon na Oneechan ga Imasu,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Shakuen no Ellis: Watashi, Yuusha Yamete Mesubuta ni Narimasu!,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Sukebe de Kichiku na Shishou to Sunao de Juujun de Bishoujo na Deshi,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Shougyoushi no Ohanashi wo Kangaeteru Toki ni Detekuru Tsukaidokoro no Nai Koneta wo Atsumeta Hon,N/A,Doujinshi (1 vols),Dec 2012 - Dec 2012
-,Eiyuu to Kosodoro,N/A,Manga (1 vols),Aug 2011 - Feb 2017
-,Mesuiki! Bonyuu Dorei Soukan-gou,N/A,Manga (1 vols),Dec 2014 - Jan 2017
-,Megamori!,N/A,Manga (1 vols),Dec 2013 - Jul 2015
-,Raveled Tightrope Knot,N/A,Manga (1 vols),Aug 2016 - Feb 2017
-,Namida no Hana no Saku Tokoro,N/A,Doujinshi (? vols),Apr 2017 -
-,Anibaka,N/A,Doujinshi (1 vols),Aug 2011 - Aug 2011
-,Kyoukan Jigoku,N/A,Manga (1 vols),Nov 2008 - Sep 2009
-,Slow Pace na Isekai Life: Kotsukotsu & Kossori Kitaete Saikyou ni!?,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Oppai Café: Oyako de Cos-Chichi,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Joshi Gentei♪ Haramase Harem Gakuen Toshi,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Megami-tachi no Kowashikata,N/A,Manga (1 vols),Jun 2009 - Nov 2011
-,Dakara Kamisama, Boku ni shika Mienai Chiisana Koibito wo Kudasai.,N/A,Manga (1 vols),Apr 2013 - May 2016
-,Gakkou de Ikou!,N/A,Manga (1 vols),Aug 2015 - Mar 2017
-,Junai Practice,N/A,Manga (1 vols),Jul 2015 - Mar 2017
-,Kyuuai Shoujo,N/A,Manga (1 vols),Aug 2015 - May 2017
-,Nama-Iki Ecchi ja Dame desu ka?,N/A,Manga (1 vols),Jan 2015 - Oct 2016
-,Bed no Shita no Joou-sama,N/A,Manga (1 vols),Aug 2013 - Jan 2016
-,Onsen Shoujo H,N/A,Doujinshi (1 vols),Dec 2009 - Dec 2009
-,Motenai Otoko no Ie ni Haikyuu sareru Onna-tachi,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Imouto Koukan: Oniichan ja Nankya Dame... nanoni...,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Namaiki!: Critical State,N/A,Doujinshi (1 vols),Aug 2005 - Aug 2005
-,Yojouhan Monogatari,N/A,Doujinshi (2 vols),Dec 2015 - Dec 2016
-,Wakuwaku♥Bitch Album,N/A,Doujinshi (1 vols),Dec 2015 - Dec 2015
-,Kare to Kare no Ijiwaru na Kyori dj - Zero Kyori,N/A,Doujinshi (1 vols),Oct 2015 - Oct 2015
-,5-nin no Ou,N/A,Manga (? vols),Oct 2014 -
-,Sunao ni, Juujun ni Shitsukete,N/A,Manga (1 vols),Aug 2012 - Sep 2013
-,Sono Yubi de Hagashite,N/A,Manga (? vols),Aug 2016 - Oct 2016
-,Suki Suki Onii♡,N/A,One-shot (? vols),Jul 2014 - Jul 2014
-,Trigger,N/A,Manga (1 vols),Sep 2014 - May 2015
-,HB na Kanojo,N/A,Manga (1 vols),Feb 2011 - Jun 2012
-,Boku dake no Hentai Kanojo,N/A,Doujinshi (2 vols),Aug 2016 - Dec 2016
-,Ze: Haru no Yuki,N/A,Manga (? vols),Mar 2017 - Apr 2017
-,Bad Boy,N/A,Manhwa (6 vols),Aug 2014 - Apr 2016
-,Yorinuki Katei Houmon!,N/A,One-shot (? vols),Nov 2012 - Nov 2012
-,Oazuke wa Koko made,N/A,One-shot (? vols),Mar 2016 - Mar 2016
-,Muneaki Shounen no Karen naru Nayami,N/A,One-shot (? vols),Feb 2016 - Feb 2016
-,Ore ga Kousoku! Nakadashi Igai wa Kousoku Ihan!!! Joshikousei Zenin Nakadashi Kanzen Seiatsu Keikaku,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Seiteki na Ijime desu ka? Iie, Gohoubi desu!,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Q3,N/A,Manga (1 vols),Oct 2015 - Aug 2016
-,Junjou Bitch Harem,N/A,Manga (1 vols),Jul 2015 - Dec 2017
-,Kakushi Skill de Musou Harem!,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,JK Elf to Kimi no Sensei.,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Doutei wo Korosu Daimaou!: Rei no Sweater wo Kita Succubus-hime,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Saijaku Maou desu ga Kokan no Maken wa Saikyou desu: Daijaryuu, Kyuuketsuki Shikyou, Onihime, Yuusha,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Himatsubushi Shimasho!,N/A,One-shot (? vols),Apr 2017 - Apr 2017
-,Ojousama to Maid no Midara na Seikatsu,N/A,Manga (1 vols),Oct 2013 - May 2016
-,Junai no Shizuku,N/A,One-shot (? vols),Apr 2015 - Apr 2015
-,Submarine Girls: Shinkai no Ingoku,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Seigai no Kishi,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Oujosama no Lingua,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Okusama wa Shadow Hunter,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Taima Kenshi Feilan Gaiden: Shoujo Kenshi Kanraku-hen,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Yuuwaku Kunoichi Gakuen Gaiden: Nukenin Satsuki,N/A,Light Novel (1 vols),Jun 2017 - Jun 2017
-,Seikan Inma Esthetic 2: Tanetsuke Refresh Hajimemashita,N/A,Light Novel (1 vols),Aug 2017 - Aug 2017
-,Haitoku,N/A,Manga (1 vols),Aug 1998 - Jul 2000
-,Kuchibiru-iro no Bara no Hana,N/A,Manga (1 vols),Feb 2013 - Jan 2014
-,Namaiki,N/A,One-shot (? vols),Jun 2017 - Jun 2017
-,Bloody Princess,N/A,Doujinshi (1 vols),May 2016 - May 2016
-,Datte Suki dakara,N/A,Doujinshi (1 vols),Aug 2016 - Aug 2016
-,Usamimi Princess to Isekai Kozukuri Life!!,N/A,Doujinshi (3 vols),Dec 2016 - Dec 2017
-,Fondness Doll dj - Happy End,N/A,Doujinshi (1 vols),Dec 2016 - Dec 2016
-,Double Secret,N/A,Manga (1 vols),Feb 2013 - Mar 2015
-,Fall In The Dark,N/A,Manga (1 vols),Nov 2014 - Oct 2016
-,Sakusaku Meat Pie,N/A,Manga (1 vols),May 2015 - Jan 2017
-,Nuki JK to Koki JK,N/A,Manga (1 vols),Feb 2014 - Dec 2016
-,Jukuren no Wana,N/A,Manga (1 vols),Dec 2011 - Jun 2016
-,Nama de Naka wo Ippai ni Shite.,N/A,Manga (1 vols),Jan 2015 - Jul 2016
-,Mama ga Uketomete Ageru♡,N/A,Manga (1 vols),Nov 2008 - Jul 2009
-,Tokonatsu no Haramase Hitozuma Island e Youkoso! Eromuchi Gibo-tachi 4-nin to Mujintou Tanesuke Vacance!,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Junshin de Hito no Tanomi wo Kotowarenai Yui-chan ni Boku dake no Nakadashi Onaho ni Nattemoratta,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Souda, Isekai de Enkou Shiyou.: Tsuyoku Kedakaki Support Ari Otome,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Beauty Mark,N/A,Manga (3 vols),Aug 2015 - Jan 2017
-,Himitsu no Decoration,N/A,Manga (1 vols),Apr 2014 - Dec 2017
-,Maid Asobi,N/A,Doujinshi (1 vols),Aug 2008 - Aug 2008
-,Saiin VR Control,N/A,Manga (1 vols),Nov 2015 - Jul 2016
-,Ashiasobi♥,N/A,Manga (1 vols),Jun 2016 - Jun 2017
-,Zutto Kitto,N/A,Manga (4 vols),Mar 2014 - Apr 2017
-,Tengoku iki Tsuuka Ressha,N/A,Manga (1 vols),Jun 2017 - Dec 2017
-,Utsukushii Tamashii,N/A,Manga (? vols),Jun 2016 -
-,Koe shika Mienai,N/A,Manga (1 vols),2016 - 2016
-,Gekou Jikoku ni Yarimashita.,N/A,Manga (1 vols),Nov 2016 - Jan 2017
-,Koisuru Akuma,N/A,Doujinshi (1 vols),Apr 2017 - Apr 2017
-,Koi no Mahou wa Jitsuryoku Koushi!?,N/A,Doujinshi (1 vols),Dec 2009 - Dec 2009
-,Kataomoi Love Game,N/A,Manga (1 vols),Nov 2010 - Oct 2013
-,Class Officer Moe,N/A,Doujinshi (2 vols),Aug 2008 - Dec 2008
-,Haitoku no Oyakodon: Inyoku ni Shizumu Mama to Imouto,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Kimi no Megane wa 1-man Volt!,N/A,Manga (1 vols),Apr 2014 - Jan 2017
-,Imouto dakedo Oniichan, H Shiyo! H Shiyo! H Shiyou yo!,N/A,Manga (1 vols),Jul 2015 - Mar 2017
-,Futanarist,N/A,Manga (1 vols),Jul 2013 - May 2014
-,Juumin Zenin Ninshin Kibou!? Joshiryou Kanrinin,N/A,Manga (1 vols),Dec 2015 - Oct 2016
-,Paradise Game,N/A,Manga (1 vols),1996 - Oct 2002
-,Fushidara Share House,N/A,Manga (1 vols),Jun 2016 - Mar 2017
-,Mama-iro Kajitsu,N/A,Manga (1 vols),Jul 2016 - Mar 2017
-,Oh-Mai Bunny,N/A,Manga (1 vols),May 1994 - Oct 1997
-,Koisuru Niwatori,N/A,One-shot (? vols),Sep 2007 - Sep 2007
-,Tensei Kenryokusha wa Motomeru ga Mama ni Ubau: Koushakuke ni Umarekawatta Ore no Fukushuu Monogatari,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Navi-Chara ni Tensei shite, Game Sekai wo Buchikowashitemita,N/A,Light Novel (? vols),Jul 2017 -
-,Shoujo mo Shojo mo Shoujo no Uchi,N/A,Manga (1 vols),Mar 2015 - Sep 2016
-,Lolippoi no,N/A,Manga (1 vols),May 2015 - Oct 2016
-,Tensei Orc wa Himekishi wo Mamoritai: Risou to Genjitsu wa Chigau kedo Eroi Koto Bakari dakara Maa Ii ka?,N/A,Light Novel (? vols),Dec 2016 -
-,Isekai de Ore dake wa Slow Life de Harem wo Tsukurou: Yuusha Gonin ga Shoukan sare, Hitori dake wa Nonbiri Isekai Life,N/A,Light Novel (? vols),Apr 2017 -
-,Hameai Pink,N/A,Doujinshi (1 vols),Aug 2015 - Aug 2015
-,Himegoto Blue,N/A,Doujinshi (1 vols),Aug 2015 - Aug 2015
-,Kyonyuu Reijou MC Gakuen: Sennou Harem Kyouka Keikaku,N/A,Light Novel (1 vols),Aug 2017 - Aug 2017
-,Tonikaku Raku ni Hajimeru Isekai Harem: Ore no Cheat Nouryoku wa "Aisareru" Koto!?,N/A,Light Novel (? vols),Mar 2017 -
-,Imouto de Gomen ne♡,N/A,Manga (1 vols),Jun 2009 - Jun 2015
-,Ashi ga Suki nano?,N/A,One-shot (? vols),Mar 2017 - Mar 2017
-,Hentai Play,N/A,Manga (1 vols),Jan 2015 - Jan 2015
-,Seirei Shoukan Jutsushi no Slow Life: Isekai de Honobono Ikiyou!?,N/A,Light Novel (1 vols),Aug 2017 - Aug 2017
-,Toromitsu Manin Apartment: Rinjin wa Joshidaisei OL Miboujin,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Eden's Ritter: Inetsu no Seima Kishi Lucifer-hen,N/A,Light Novel (1 vols),Aug 2017 - Aug 2017
-,JK Bitch Nishizawa Shizuku no Enkou 100-manen Keikaku♪,N/A,Light Novel (1 vols),Aug 2017 - Aug 2017
-,Uchi no Kawaii Kawaii Wanko-chan,N/A,Doujinshi (1 vols),Feb 2017 - Feb 2017
-,Tonari no Mako-chan,N/A,Doujinshi (? vols),Dec 2016 -
-,Dorei Harem Online,N/A,Light Novel (? vols),Jul 2017 -
-,Boku to Elf Maid Shimai no Sanningurashi,N/A,Light Novel (1 vols),Aug 2017 - Aug 2017
-,Kamitori Yawa,N/A,Manga (1 vols),Nov 2016 - Nov 2016
-,My Little Maid,N/A,Doujinshi (1 vols),May 2016 - Dec 2017
-,Ningyou,N/A,One-shot (? vols),Dec 2004 - Dec 2004
-,Rikugun Taii Akasaka Youko: Kutsujoku no Hentai Satsueikai,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Lover's Brother,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Wrestle Excellent,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Hiryuu Koushu Yifan,N/A,Light Novel (1 vols),Jul 2017 - Jul 2017
-,Muttsuri Onna Kishi, Akuma♂ni Tenseisu,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Cool-maso♪: Shitsukete Oneechan,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Wagamama na Ane no Fujitsu na Kajitsu,N/A,Doujinshi (1 vols),Dec 2015 - Dec 2015
-,Gift,N/A,Manga (3 vols),Feb 2014 - Oct 2018
-,Nekodora,N/A,Doujinshi (1 vols),Dec 2008 - Dec 2008
-,Natsuyasumi no Tomo,N/A,Doujinshi (1 vols),Aug 2010 - Aug 2010
-,Muteki no Haramase Onaho Himekishidan,N/A,Light Novel (1 vols),Aug 2017 - Aug 2017
-,Kagai Jugyou: Shiritsu Hakurei Joshi Gakuen,N/A,Light Novel (1 vols),Aug 2017 - Aug 2017
-,Shinjuu BL,N/A,Manga (1 vols),Dec 2015 - Dec 2015
-,Kuchibiru Mellow,N/A,Manga (1 vols),Apr 2014 - Oct 2014
-,Hatsujou Switch Shinseki ○gakusei,N/A,Doujinshi (1 vols),Dec 2014 - Dec 2014
-,Six Sex,N/A,Manga (1 vols),Apr 2015 - Dec 2015
-,Katanuki☆Enjoy,N/A,One-shot (? vols),Dec 2016 - Dec 2016
-,Nemurenai Yoru wa,N/A,One-shot (? vols),Mar 2017 - Mar 2017
-,Temptation,N/A,One-shot (? vols),Oct 2016 - Oct 2016
-,Win or Lose,N/A,One-shot (? vols),Jan 2017 - Jan 2017
-,Taikutsu na Joou,N/A,Doujinshi (1 vols),Aug 2015 - Aug 2015
-,Papaa... Mou Yametee....: Manamusume e no Shitsuke wa Nikubou de,N/A,Light Novel (1 vols),Aug 2017 - Aug 2017
-,Sono Futari, Enjouchuu ni Tsuki,N/A,Manga (1 vols),Apr 2016 - Dec 2016
-,Chimamire Tenshi,N/A,Manga (1 vols),May 1999 - May 1999
-,Ojousama wa Nigedashita dj - Reijou Nishizono Shizuka no Kareinaru Toubou,N/A,Doujinshi (1 vols),May 2012 - May 2012
-,Chii Size,N/A,Manga (1 vols),Mar 2015 - Feb 2017
-,Sukizuki Machine Gun!,N/A,Manga (1 vols),May 2015 - Dec 2016
-,Oniichan Sonnani Short Pants Suki nano?,N/A,Manga (1 vols),May 2016 - Apr 2017
-,Sennetsu,N/A,Manga (1 vols),Jun 2014 - May 2016
-,Chiisana Kimi to Boku no Yokubou,N/A,Manga (1 vols),Apr 2009 - Feb 2017
-,Doll no Yakata: Kairaku ni Ochiru Shoujo-tachi,N/A,Manga (1 vols),Aug 2016 - May 2017
-,Kanojo ga Miteru Boku no Sex,N/A,Manga (1 vols),May 2016 - Mar 2017
-,Ecchi, Hame, Zettai♥,N/A,Manga (1 vols),Jun 2015 - Jul 2017
-,Muttsuri Bitch,N/A,Manga (1 vols),Jul 2015 - Jun 2017
-,Seishun Sex,N/A,Manga (1 vols),Jul 2016 - Apr 2017
-,Suiteki Shoujo,N/A,Manga (1 vols),Sep 2015 - Feb 2017
-,Suki na Hito ga Dekita!,N/A,Manga (1 vols),Apr 2014 - Sep 2015
-,Zenbu Ecchi na Hanashi,N/A,Manga (1 vols),Feb 2015 - Apr 2017
-,Loli Kyonyuu no Sato de Shinu made Shiboritorareru,N/A,Doujinshi (1 vols),Aug 2014 - Aug 2014
-,UMA Report,N/A,Doujinshi (1 vols),Aug 2013 - Dec 2015
-,Ane Hole: Oneesan no Chitsuana,N/A,Manga (1 vols),Jun 2013 - Mar 2014
-,Aoi Saezuri,N/A,Manga (1 vols),Nov 2012 - Feb 2017
-,Hidoi Koto Shinaide,N/A,Manga (1 vols),Dec 2015 - Mar 2017
-,Koukan Jouken,N/A,Manga (1 vols),Jun 2015 - Dec 2016
-,Toro Lover♥,N/A,Manga (1 vols),Mar 2015 - Mar 2017
-,Kairaku Ningyou Ideology,N/A,Manga (1 vols),Jun 2013 - Mar 2017
-,Sakusei Carnival,N/A,Manga (1 vols),Mar 2014 - Feb 2017
-,Parallel World Kanojo,N/A,Manga (1 vols),Aug 2015 - Mar 2017
-,Daichi ni Tadoritsuku made ni,N/A,Manga (1 vols),Nov 2013 - May 2015
-,Himitsu no☆Omorashism!,N/A,Manga (1 vols),Mar 2015 - Mar 2017
-,Inkou Liquid,N/A,Manga (1 vols),Aug 2014 - Mar 2017
-,Wet on Wet,N/A,Doujinshi (1 vols),Dec 2014 - Dec 2014
-,Himehajime,N/A,Manga (1 vols),Oct 2013 - Feb 2017
-,Gum-goshi no Kanshoku,N/A,Manga (1 vols),Apr 2014 - Nov 2016
-,Genkai Oppai,N/A,Manga (1 vols),Mar 2006 - Sep 2008
-,Koi Sasayaite...,N/A,Manga (1 vols),Oct 2013 - Sep 2016
-,Sex Girl Friends,N/A,Manga (1 vols),Jul 2011 - Feb 2017
-,Momoiro School: ToroPuru Namahame Jugyouchuu,N/A,Manga (1 vols),Jun 2012 - Jul 2015
-,Dakishimetai.,N/A,Manga (1 vols),Apr 2014 - Apr 2017
-,Seifuku no mama Aishinasai!,N/A,Manga (1 vols),Jun 2014 - May 2017
-,Ima kara Kanojo ga Netoraremasu,N/A,Manga (1 vols),Dec 2010 - Apr 2016
-,Car Life♥Car Sex,N/A,Manga (1 vols),Jun 2015 - Jul 2017
-,Cendrillon,N/A,Manga (1 vols),Dec 2008 - Feb 2010
-,Gekkou-zaka no Hanayashiki,N/A,Manga (2 vols),Jan 2012 - Jan 2015
-,Gakusei Papa to Oishii Otoko,N/A,Manga (1 vols),Aug 2015 - May 2016
-,Zenryaku, Love Hotel yori,N/A,One-shot (? vols),Dec 2015 - Dec 2015
-,Adolescence,N/A,Doujinshi (4 vols),Aug 2014 - Jan 2018
-,Shigatsu no Me,N/A,Doujinshi (1 vols),Apr 2013 - Apr 2013
-,Beast Tamer,N/A,Manga (1 vols),Mar 2003 - Nov 2003
-,Oppai-chan to Chippai-chan ga Irekawaru Hanashi,N/A,Doujinshi (1 vols),Aug 2016 - Aug 2016
-,Negoya-kun no Renai Kansatsu,N/A,Manga (1 vols),Feb 2015 - Jun 2015
-,Hamatta Ore ga Warui no ka!?,N/A,Manga (1 vols),Oct 2015 - Oct 2016
-,Girl Sex Friend,N/A,Doujinshi (2 vols),Aug 2014 - Dec 2014
-,Imitation Gold,N/A,Manga (1 vols),Jul 2004 - Feb 2007
-,Shimai Seikou Inshuu,N/A,Manga (1 vols),Jun 2014 - Jan 2017
-,Imouto Concerto,N/A,Manga (1 vols),Jun 2014 - Dec 2016
-,Oshioki Suru yo,N/A,Manga (1 vols),Mar 2015 - May 2016
-,Houkago Chikan Club,N/A,Manga (1 vols),Jan 2011 - Dec 2015
-,Juumin yo Koigokoro wo Idake,N/A,Manga (2 vols),Feb 2016 - Mar 2017
-,Kanojo-tachi wa Abakareta,N/A,Manga (1 vols),Apr 2015 - May 2016
-,Honeypot,N/A,Manga (1 vols),Feb 2015 - Dec 2015
-,Akasaretai Hito,N/A,Manga (1 vols),Jan 2014 - Nov 2015
-,Tadashii Majutsu no Asobikata: Billiards-hen,N/A,Doujinshi (1 vols),May 2016 - May 2016
-,Used to Be a Child,N/A,Doujinshi (1 vols),Dec 2016 - Dec 2016
-,Oyatsu no Jikan,N/A,Manga (1 vols),Jun 2013 - Oct 2015
-,Torokeru Otome,N/A,Manga (1 vols),Dec 2013 - May 2016
-,MM Materials,N/A,Manga (1 vols),Dec 2015 - May 2016
-,White List,N/A,Manga (1 vols),Aug 2013 - Sep 2015
-,Black List,N/A,Manga (1 vols),Jan 2014 - Jan 2016
-,Kobetsu Ecchi Shidoujuku,N/A,Manga (1 vols),Jul 2012 - Jun 2016
-,Miko-teki Renai no Susume,N/A,Manga (1 vols),Jul 2015 - Apr 2016
-,Houkago Milk Latte,N/A,Doujinshi (1 vols),Aug 2016 - Aug 2016
-,Netsuai,N/A,Manga (1 vols),Aug 2013 - Feb 2016
-,Jimiko Catalog,N/A,Doujinshi (3 vols),May 2015 - Dec 2016
-,Shimaware Otome,N/A,Doujinshi (1 vols),Dec 2013 - Dec 2013
-,Vocation,N/A,Manga (1 vols),Jun 2012 - Oct 2015
-,Momo,N/A,Manga (1 vols),Oct 2013 - Jan 2014
-,Chiisana Kimi dakara...,N/A,One-shot (? vols),Jun 2016 - Jun 2016
-,Sugoi Hitozuma,N/A,Doujinshi (1 vols),Dec 2015 - Dec 2015
-,Karasu to Kuma, Soshite Sakana.,N/A,Manga (1 vols),Feb 2015 - Nov 2016
-,Lovely Play,N/A,Manga (1 vols),Mar 2017 - Aug 2017
-,Mimi no Nagai Ane no Hou.,N/A,Doujinshi (1 vols),Aug 2010 - Aug 2010
-,Igarashi Yuzuha Choukyou Nisshi,N/A,Doujinshi (? vols),Dec 2014 - Dec 2014
-,JK Yome Sakura,N/A,Doujinshi (? vols),Dec 2015 -
-,Elf Oujo ni Niramare nagara, Ore no Orc-bou de Haramasex!,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Ieyasu, Koi no Jin! Tsubaki-hime to Tsukiyama-dono to Onna Joushu Okocha,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Kuchidome no Gohoubi wa Dansou Otome to Ichaero desu!,N/A,Light Novel (1 vols),Oct 2017 - Oct 2017
-,Bitch na Ano Ko no Iutoori!,N/A,Manga (? vols),Jun 2015 -
-,Furyou Kareshi no Renai Jouken,N/A,Manga (1 vols),Apr 2014 - Oct 2014
-,Konna Karada ni Dare ga Shita,N/A,Manga (1 vols),Jun 2014 - Oct 2015
-,Sono Koi, Seiritsu Naru ka,N/A,Manga (1 vols),Apr 2016 - Jun 2017
-,Kawaii Hana ni wa,,N/A,Manga (1 vols),Sep 2012 - Jan 2014
-,Kawaikute Shikatanai,N/A,Manga (1 vols),Mar 2010 - May 2011
-,Zenbu Marugoto Omae ga Warui,N/A,Manga (1 vols),May 2015 - Dec 2015
-,Minna Haramase♪ Joshikou Shuugakuryokou,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Tsukaretemasen Tsukaretemasu!,N/A,Manga (1 vols),Jun 2016 - Apr 2017
-,Tensei Kizoku no Ganbarisuginai Harem Life: Sekkaku Atotsugi de wa Nai Kizoku no Rokudan ni Tensei shita n dakara Nonbiri Isekai Slow Life wo Okurou!,N/A,Light Novel (? vols),Sep 2017 -
-,Isekai no Wakakoushaku-sama to Amayakashi Jouzu na Sannin no Ane Maid!,N/A,Light Novel (? vols),Sep 2017 -
-,Bitchhikers,N/A,One-shot (? vols),May 2016 - May 2016
-,Next Door Honey,N/A,Manga (1 vols),Dec 2007 - Dec 2009
-,Juukan Kyoushitsu,N/A,Manga (1 vols),Jul 2015 - Jul 2016
-,Hajirai Toilet,N/A,Manga (1 vols),Sep 2011 - Feb 2014
-,Classmate no Majime Iinchou wa Kakure Kuro Gal,N/A,Doujinshi (1 vols),Feb 2017 - Feb 2017
-,JS Kouminkan,N/A,Doujinshi (1 vols),Dec 2016 - Dec 2016
-,Nakai-kun-tachi no Himegoto,N/A,Manga (1 vols),Oct 2016 - Nov 2017
-,Mahou Shoujo Angel Lips,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Branford Klose: Akuryou Taiji wa Yuuryou nite,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Imouto Summer Days Bangai-hen: Himitsu no Yuuenchi Nikki,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Premium Lingerie Trap,N/A,One-shot (? vols),May 2016 - May 2016
-,Honjitsu no Nikudorei Choukyou,N/A,Doujinshi (1 vols),Dec 2007 - Dec 2007
-,Iinchou ga Anna Koto ya Konna Koto wo Shiteiru no wo Minna wa Shiranai,N/A,Doujinshi (1 vols),Dec 2009 - Dec 2009
-,Uchuu Kaizoku Yurika & Kyouko,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Sengoku Senki: Fuurin Kazan,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Isekai Majutsushi no Harem Kaitakuki,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Kotora to Ookami,N/A,One-shot (? vols),Jun 2016 - Jun 2016
-,Dekiai Itokon!,N/A,Manga (3 vols),Jul 2011 - Jan 2014
-,Saimin Gakuen 3-nensei,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Inran de Seijun,N/A,Manga (1 vols),Jun 2013 - Jun 2015
-,Pakomane: Watashi, Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu...,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Animator, Iede Shoujo wo Hirou.,N/A,Manga (1 vols),Oct 2012 - Mar 2013
-,Ketsuekigatabetsu Ecchi no Setsumeisho,N/A,Doujinshi (2 vols),Dec 2016 - Dec 2016
-,Senpai Dakkan,N/A,Doujinshi (3 vols),Feb 2015 - May 2016
-,Baku Ane!! Otouto Ippai Shibocchau zo!,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Oujo & Onna Kishi W Do Gehin Roshutsu: Chijoku no Misemono Dorei,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Atashi no Senpai,N/A,Manga (1 vols),Aug 2017 - Sep 2018
-,Aikyou no Aru Imouto,N/A,Doujinshi (1 vols),Apr 2007 - Apr 2007
-,Chuuken Boukensha to Toshi no Sa Party no Goku Shiawase na Harem,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Okasare Jouzu no Kawai-san,N/A,Light Novel (1 vols),Sep 2017 - Sep 2017
-,Himitsu Club,N/A,One-shot (? vols),May 2006 - May 2006
