Rank,Title,Score,Episodes,Airing,Link
1335,Ajin Part 2,7.60,TV (13 eps),Oct 2016 - Dec 2016,https://myanimelist.net/anime/33253/Ajin_Part_2
1336,Ashita no Nadja,7.60,TV (50 eps),Feb 2003 - Jan 2004,https://myanimelist.net/anime/1946/Ashita_no_Nadja
1337,Asobi Asobase Specials,7.60,Special (2 eps),Nov 2018 - Dec 2018,https://myanimelist.net/anime/38002/Asobi_Asobase_Specials
1338,Byousoku 5 Centimeter,7.60,Movie (3 eps),Mar 2007 - Mar 2007,https://myanimelist.net/anime/1689/Byousoku_5_Centimeter
1339,Chibi Maruko-chan,7.60,TV (142 eps),Jan 1990 - Sep 1992,https://myanimelist.net/anime/951/Chibi_Maruko-chan
1340,Chuuka Ichiban!,7.60,TV (52 eps),Apr 1997 - Sep 1998,https://myanimelist.net/anime/110/Chuuka_Ichiban
1341,Deaimon,7.60,TV (12 eps),Apr 2022 - Jun 2022,https://myanimelist.net/anime/48779/Deaimon
1342,Diamond no Ace OVA,7.60,OVA (3 eps),Nov 2014 - Mar 2015,https://myanimelist.net/anime/25341/Diamond_no_Ace_OVA
1343,Doupo Cangqiong 2nd Season,7.60,ONA (12 eps),Mar 2018 - May 2018,https://myanimelist.net/anime/37176/Doupo_Cangqiong_2nd_Season
1344,Ga-Rei: Zero,7.60,TV (12 eps),Oct 2008 - Dec 2008,https://myanimelist.net/anime/4725/Ga-Rei__Zero
1345,Hakuouki: Sekkaroku,7.60,OVA (6 eps),Aug 2011 - Jun 2012,https://myanimelist.net/anime/10350/Hakuouki__Sekkaroku
1346,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,7.60,Movie (1 eps),Oct 2010 - Oct 2010,https://myanimelist.net/anime/9288/Heartcatch_Precure_Movie__Hana_no_Miyako_de_Fashion_Show_Desu_ka
1347,Kareshi Kanojo no Jijou,7.60,TV (26 eps),Oct 1998 - Mar 1999,https://myanimelist.net/anime/145/Kareshi_Kanojo_no_Jijou
1348,Kekkaishi,7.60,TV (52 eps),Oct 2006 - Feb 2008,https://myanimelist.net/anime/1606/Kekkaishi
1349,Kimi to, Nami ni Noretara,7.60,Movie (1 eps),Jun 2019 - Jun 2019,https://myanimelist.net/anime/38594/Kimi_to_Nami_ni_Noretara
1350,Kino no Tabi: The Beautiful World - The Animated Series,7.60,TV (12 eps),Oct 2017 - Dec 2017,https://myanimelist.net/anime/35079/Kino_no_Tabi__The_Beautiful_World_-_The_Animated_Series
1351,Majin Tantei Nougami Neuro,7.60,TV (25 eps),Oct 2007 - Mar 2008,https://myanimelist.net/anime/2985/Majin_Tantei_Nougami_Neuro
1352,Master Keaton,7.60,TV (24 eps),Oct 1998 - Mar 1999,https://myanimelist.net/anime/1483/Master_Keaton
1353,Mobile Suit Gundam Unicorn RE:0096,7.60,TV (22 eps),Apr 2016 - Sep 2016,https://myanimelist.net/anime/32792/Mobile_Suit_Gundam_Unicorn_RE_0096
1354,One Piece: Episode of Luffy - Hand Island no Bouken,7.60,Special (1 eps),Dec 2012 - Dec 2012,https://myanimelist.net/anime/16239/One_Piece__Episode_of_Luffy_-_Hand_Island_no_Bouken
1355,Osomatsu-san 2nd Season,7.60,TV (25 eps),Oct 2017 - Mar 2018,https://myanimelist.net/anime/35067/Osomatsu-san_2nd_Season
1356,Overlord Movie 1: Fushisha no Ou,7.60,Movie (1 eps),Feb 2017 - Feb 2017,https://myanimelist.net/anime/34161/Overlord_Movie_1__Fushisha_no_Ou
1357,Persona 3 the Movie 3: Falling Down,7.60,Movie (1 eps),Apr 2015 - Apr 2015,https://myanimelist.net/anime/24543/Persona_3_the_Movie_3__Falling_Down
1358,Ranma ½: Yomigaeru Kioku,7.60,OVA (2 eps),Dec 1994 - Feb 1995,https://myanimelist.net/anime/1008/Ranma_½__Yomigaeru_Kioku
1359,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,7.60,Movie (1 eps),Nov 2019 - Nov 2019,https://myanimelist.net/anime/38414/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_-_Hyouketsu_no_Kizuna
1360,Romeo x Juliet,7.60,TV (24 eps),Apr 2007 - Sep 2007,https://myanimelist.net/anime/1699/Romeo_x_Juliet
1361,Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,7.60,Movie (1 eps),Aug 2020 - Aug 2020,https://myanimelist.net/anime/40665/Shoujo☆Kageki_Revue_Starlight__Rondo_Rondo_Rondo
1362,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,7.60,Movie (1 eps),Jan 2014 - Jan 2014,https://myanimelist.net/anime/17437/The_iDOLMSTER_Movie__Kagayaki_no_Mukougawa_e
1363,Yuukoku no Moriarty OVA,7.60,OVA (2 eps),Apr 2022 - Apr 2022,https://myanimelist.net/anime/49733/Yuukoku_no_Moriarty_OVA
1364,Momo e no Tegami,7.59,Movie (1 eps),Apr 2012 - Apr 2012,https://myanimelist.net/anime/10389/Momo_e_no_Tegami
1365,Nisekoi,7.59,TV (20 eps),Jan 2014 - May 2014,https://myanimelist.net/anime/18897/Nisekoi
1366,Q,7.59,Music (1 eps),Feb 2022 - Feb 2022,https://myanimelist.net/anime/51608/Q
1367,Raison d'être,7.59,Music (1 eps),Oct 2019 - Oct 2019,https://myanimelist.net/anime/40569/Raison_dêtre
1368,Runway de Waratte,7.59,TV (12 eps),Jan 2020 - Mar 2020,https://myanimelist.net/anime/40392/Runway_de_Waratte
1369,Senki Zesshou Symphogear AXZ,7.59,TV (13 eps),Jul 2017 - Oct 2017,https://myanimelist.net/anime/32836/Senki_Zesshou_Symphogear_AXZ
1370,Tian Bao Fuyao Lu 2nd Season,7.59,ONA (13 eps),Apr 2021 - Aug 2021,https://myanimelist.net/anime/44068/Tian_Bao_Fuyao_Lu_2nd_Season
1371,Towa no Quon 6: Towa no Quon,7.59,Movie (1 eps),Nov 2011 - Nov 2011,https://myanimelist.net/anime/10717/Towa_no_Quon_6__Towa_no_Quon
1372,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,7.59,OVA (1 eps),Sep 2013 - Sep 2013,https://myanimelist.net/anime/18753/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_OVA
1373,Ani ni Tsukeru Kusuri wa Nai! 4,7.59,TV (12 eps),Oct 2020 - Dec 2020,https://myanimelist.net/anime/42238/Ani_ni_Tsukeru_Kusuri_wa_Nai_4
1374,Ao no Exorcist Movie,7.59,Movie (1 eps),Dec 2012 - Dec 2012,https://myanimelist.net/anime/11737/Ao_no_Exorcist_Movie
1375,BanG Dream! Film Live 2nd Stage,7.59,Movie (1 eps),Aug 2021 - Aug 2021,https://myanimelist.net/anime/41462/BanG_Dream_Film_Live_2nd_Stage
1376,Black Jack (TV),7.59,TV (61 eps),Oct 2004 - Mar 2006,https://myanimelist.net/anime/2213/Black_Jack_TV
1377,Detective Conan: Black History,7.59,Special (1 eps),Dec 2007 - Dec 2007,https://myanimelist.net/anime/7303/Detective_Conan__Black_History
1378,Detective Conan: Conan vs. Kid - Shark & Jewel,7.59,Movie (1 eps),Jul 2005 - Jul 2005,https://myanimelist.net/anime/9785/Detective_Conan__Conan_vs_Kid_-_Shark___Jewel
1379,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,7.59,Movie (1 eps),May 2021 - May 2021,https://myanimelist.net/anime/38086/Fate_Grand_Order__Shinsei_Entaku_Ryouiki_Camelot_2_-_Paladin__Agateram
1380,GetBackers,7.59,TV (49 eps),Oct 2002 - Sep 2003,https://myanimelist.net/anime/132/GetBackers
1381,Gokinjo Monogatari,7.59,TV (50 eps),Sep 1995 - Sep 1996,https://myanimelist.net/anime/852/Gokinjo_Monogatari
1382,Higashi no Eden Movie II: Paradise Lost,7.59,Movie (1 eps),Mar 2010 - Mar 2010,https://myanimelist.net/anime/6637/Higashi_no_Eden_Movie_II__Paradise_Lost
1383,Hoshiai no Sora,7.59,TV (12 eps),Oct 2019 - Dec 2019,https://myanimelist.net/anime/37972/Hoshiai_no_Sora
1384,Isekai Yakkyoku,7.59,TV (12 eps),Jul 2022 - Sep 2022,https://myanimelist.net/anime/49438/Isekai_Yakkyoku
1385,Kara no Kyoukai Movie 1: Fukan Fuukei,7.59,Movie (1 eps),Dec 2007 - Dec 2007,https://myanimelist.net/anime/2593/Kara_no_Kyoukai_Movie_1__Fukan_Fuukei
1386,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,7.58,OVA (3 eps),Nov 2010 - Jun 2011,https://myanimelist.net/anime/9201/Air_Gear__Kuro_no_Hane_to_Nemuri_no_Mori_-_Break_on_the_Sky
1387,Ao Haru Ride OVA,7.58,OVA (2 eps),Aug 2014 - Dec 2014,https://myanimelist.net/anime/24151/Ao_Haru_Ride_OVA
1388,Baka to Test to Shoukanjuu: Matsuri,7.58,OVA (2 eps),Feb 2011 - Mar 2011,https://myanimelist.net/anime/9471/Baka_to_Test_to_Shoukanjuu__Matsuri
1389,BanG Dream! 2nd Season,7.58,TV (13 eps),Jan 2019 - Mar 2019,https://myanimelist.net/anime/37869/BanG_Dream_2nd_Season
1390,Boku no Hero Academia the Movie 1: Futari no Hero,7.58,Movie (1 eps),Aug 2018 - Aug 2018,https://myanimelist.net/anime/36896/Boku_no_Hero_Academia_the_Movie_1__Futari_no_Hero
1391,Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,7.58,OVA (1 eps),Feb 2008 - Feb 2008,https://myanimelist.net/anime/4596/Code_Geass__Hangyaku_no_Lelouch_Special_Edition_-_Black_Rebellion
1392,Digimon Adventure Movie,7.58,Movie (1 eps),Mar 1999 - Mar 1999,https://myanimelist.net/anime/2961/Digimon_Adventure_Movie
1393,Dragon Quest: Dai no Daibouken (TV),7.58,TV (46 eps),Oct 1991 - Sep 1992,https://myanimelist.net/anime/2229/Dragon_Quest__Dai_no_Daibouken_TV
1394,Fairy Tail,7.58,TV (175 eps),Oct 2009 - Mar 2013,https://myanimelist.net/anime/6702/Fairy_Tail
1395,Fukigen na Mononokean Tsuzuki,7.58,TV (13 eps),Jan 2019 - Mar 2019,https://myanimelist.net/anime/37958/Fukigen_na_Mononokean_Tsuzuki
1396,Full Metal Panic! Invisible Victory,7.58,TV (12 eps),Apr 2018 - Jul 2018,https://myanimelist.net/anime/31931/Full_Metal_Panic_Invisible_Victory
1397,Hakuouki: Hekketsuroku,7.58,TV (10 eps),Oct 2010 - Dec 2010,https://myanimelist.net/anime/9065/Hakuouki__Hekketsuroku
1398,Higashi no Eden: Air Communication,7.58,Movie (1 eps),Sep 2009 - Sep 2009,https://myanimelist.net/anime/6927/Higashi_no_Eden__Air_Communication
1399,Log Horizon 2nd Season,7.58,TV (25 eps),Oct 2014 - Mar 2015,https://myanimelist.net/anime/23321/Log_Horizon_2nd_Season
1400,New Game!,7.58,TV (12 eps),Jul 2016 - Sep 2016,https://myanimelist.net/anime/31953/New_Game
1401,Noein: Mou Hitori no Kimi e,7.58,TV (24 eps),Oct 2005 - Mar 2006,https://myanimelist.net/anime/584/Noein__Mou_Hitori_no_Kimi_e
1402,Ongaku,7.58,Movie (1 eps),Jan 2020 - Jan 2020,https://myanimelist.net/anime/40331/Ongaku
1403,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,7.58,OVA (1 eps),Sep 2020 - Sep 2020,https://myanimelist.net/anime/40936/Ore_wo_Suki_nano_wa_Omae_dake_ka_yo__Oretachi_no_Game_Set
1404,Penguin Highway,7.58,Movie (1 eps),Aug 2018 - Aug 2018,https://myanimelist.net/anime/37407/Penguin_Highway
1405,Radiant 2nd Season,7.58,TV (21 eps),Oct 2019 - Feb 2020,https://myanimelist.net/anime/39355/Radiant_2nd_Season
1406,Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,7.58,OVA (1 eps),Jul 2022 - Jul 2022,https://myanimelist.net/anime/50672/Sasaki_to_Miyano__Koi_ni_Kizuku_Mae_no_Chotto_Shita_Hanashi
1407,Sengoku Basara Movie: The Last Party,7.58,Movie (1 eps),Jun 2011 - Jun 2011,https://myanimelist.net/anime/9745/Sengoku_Basara_Movie__The_Last_Party
1408,Senjou no Valkyria,7.58,TV (26 eps),Apr 2009 - Sep 2009,https://myanimelist.net/anime/5507/Senjou_no_Valkyria
1409,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,7.58,OVA (2 eps),Mar 2015 - Aug 2015,https://myanimelist.net/anime/25801/Shouwa_Genroku_Rakugo_Shinjuu__Yotarou_Hourou-hen
1410,Strike Witches Movie,7.58,Movie (1 eps),Mar 2012 - Mar 2012,https://myanimelist.net/anime/9751/Strike_Witches_Movie
1411,Sword Art Online: Alicization - War of Underworld,7.58,TV (12 eps),Oct 2019 - Dec 2019,https://myanimelist.net/anime/39597/Sword_Art_Online__Alicization_-_War_of_Underworld
1412,Tales of Vesperia: The First Strike,7.58,Movie (1 eps),Oct 2009 - Oct 2009,https://myanimelist.net/anime/6046/Tales_of_Vesperia__The_First_Strike
1413,Tensura Nikki: Tensei shitara Slime Datta Ken,7.58,TV (12 eps),Apr 2021 - Jun 2021,https://myanimelist.net/anime/41488/Tensura_Nikki__Tensei_shitara_Slime_Datta_Ken
1414,Tsubasa Chronicle 2nd Season,7.58,TV (26 eps),Apr 2006 - Nov 2006,https://myanimelist.net/anime/969/Tsubasa_Chronicle_2nd_Season
1415,Tsurezure Children,7.58,TV (12 eps),Jul 2017 - Sep 2017,https://myanimelist.net/anime/34902/Tsurezure_Children
1416,Uchuu Senkan Yamato,7.58,TV (26 eps),Oct 1974 - Mar 1975,https://myanimelist.net/anime/1650/Uchuu_Senkan_Yamato
1417,Ushio to Tora (TV),7.58,TV (26 eps),Jul 2015 - Dec 2015,https://myanimelist.net/anime/29854/Ushio_to_Tora_TV
1418,Utawarerumono Specials,7.58,Special (6 eps),Aug 2006 - Feb 2007,https://myanimelist.net/anime/1830/Utawarerumono_Specials
1419,World Trigger,7.58,TV (73 eps),Oct 2014 - Apr 2016,https://myanimelist.net/anime/24405/World_Trigger
1420,Yondemasu yo, Azazel-san.,7.58,OVA (4 eps),Feb 2010 - Jun 2014,https://myanimelist.net/anime/7762/Yondemasu_yo_Azazel-san
1421,Yoru wa Honoka,7.58,Music (1 eps),Apr 2021 - Apr 2021,https://myanimelist.net/anime/48876/Yoru_wa_Honoka
1422,Yowamushi Pedal Movie,7.58,Movie (1 eps),Aug 2015 - Aug 2015,https://myanimelist.net/anime/30413/Yowamushi_Pedal_Movie
1423,Yowamushi Pedal: Glory Line,7.58,TV (25 eps),Jan 2018 - Jun 2018,https://myanimelist.net/anime/35789/Yowamushi_Pedal__Glory_Line
1424,Yume-iro Pâtissière SP Professional,7.58,TV (13 eps),Oct 2010 - Dec 2010,https://myanimelist.net/anime/9441/Yume-iro_Pâtissière_SP_Professional
1425,Yuru Yuri,7.58,TV (12 eps),Jul 2011 - Sep 2011,https://myanimelist.net/anime/10495/Yuru_Yuri
1426,Zhen Hun Jie,7.58,ONA (24 eps),Apr 2016 - Oct 2016,https://myanimelist.net/anime/33350/Zhen_Hun_Jie
1427,Mahou Sensei Negima!: Mou Hitotsu no Sekai,7.57,OVA (4 eps),Sep 2009 - Aug 2010,https://myanimelist.net/anime/6050/Mahou_Sensei_Negima__Mou_Hitotsu_no_Sekai
1428,Moyashimon,7.57,TV (11 eps),Oct 2007 - Dec 2007,https://myanimelist.net/anime/3001/Moyashimon
1429,No.6,7.57,TV (11 eps),Jul 2011 - Sep 2011,https://myanimelist.net/anime/10161/No6
1430,Ryuu to Sobakasu no Hime,7.57,Movie (1 eps),Jul 2021 - Jul 2021,https://myanimelist.net/anime/44807/Ryuu_to_Sobakasu_no_Hime
1431,Saint Seiya: Meiou Hades Elysion-hen,7.57,OVA (6 eps),Mar 2008 - Aug 2008,https://myanimelist.net/anime/3515/Saint_Seiya__Meiou_Hades_Elysion-hen
1432,Seitokai Yakuindomo,7.57,TV (13 eps),Jul 2010 - Sep 2010,https://myanimelist.net/anime/8675/Seitokai_Yakuindomo
1433,Shakugan no Shana II (Second),7.57,TV (24 eps),Oct 2007 - Mar 2008,https://myanimelist.net/anime/2787/Shakugan_no_Shana_II_Second
1434,Sora no Otoshimono: Tokeijikake no Angeloid,7.57,Movie (1 eps),Jun 2011 - Jun 2011,https://myanimelist.net/anime/9790/Sora_no_Otoshimono__Tokeijikake_no_Angeloid
1435,Sword Art Online Movie: Ordinal Scale,7.57,Movie (1 eps),Feb 2017 - Feb 2017,https://myanimelist.net/anime/31765/Sword_Art_Online_Movie__Ordinal_Scale
1436,Tada-kun wa Koi wo Shinai,7.57,TV (13 eps),Apr 2018 - Jun 2018,https://myanimelist.net/anime/36470/Tada-kun_wa_Koi_wo_Shinai
1437,To LOVE-Ru Darkness 2nd Specials,7.57,Special (2 eps),Feb 2016 - Feb 2016,https://myanimelist.net/anime/31711/To_LOVE-Ru_Darkness_2nd_Specials
1438,Yama no Susume Third Season,7.57,TV (13 eps),Jul 2018 - Sep 2018,https://myanimelist.net/anime/35672/Yama_no_Susume_Third_Season
1439,Yamada-kun to 7-nin no Majo,7.57,TV (12 eps),Apr 2015 - Jun 2015,https://myanimelist.net/anime/28677/Yamada-kun_to_7-nin_no_Majo
1440,Aa! Megami-sama!: Tatakau Tsubasa,7.57,Special (2 eps),Dec 2007 - Dec 2007,https://myanimelist.net/anime/3090/Aa_Megami-sama__Tatakau_Tsubasa
1441,Arakawa Under the Bridge,7.57,TV (13 eps),Apr 2010 - Jun 2010,https://myanimelist.net/anime/7647/Arakawa_Under_the_Bridge
1442,Boku no Hero Academia the Movie 3: World Heroes' Mission,7.57,Movie (1 eps),Aug 2021 - Aug 2021,https://myanimelist.net/anime/44200/Boku_no_Hero_Academia_the_Movie_3__World_Heroes_Mission
1443,Date A Bullet: Dead or Bullet,7.57,Movie (1 eps),Aug 2020 - Aug 2020,https://myanimelist.net/anime/40416/Date_A_Bullet__Dead_or_Bullet
1444,Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma,7.57,Movie (1 eps),Jun 2018 - Jun 2018,https://myanimelist.net/anime/35424/Donten_ni_Warau_Gaiden__Shukumei_Soutou_no_Fuuma
1445,Free! Movie 1: Timeless Medley - Kizuna,7.57,Movie (1 eps),Apr 2017 - Apr 2017,https://myanimelist.net/anime/33845/Free_Movie_1__Timeless_Medley_-_Kizuna
1446,Hataraku Saibou,7.57,TV (13 eps),Jul 2018 - Sep 2018,https://myanimelist.net/anime/37141/Hataraku_Saibou
1447,Hinomaruzumou,7.57,TV (24 eps),Oct 2018 - Mar 2019,https://myanimelist.net/anime/37007/Hinomaruzumou
1448,K: Return of Kings,7.57,TV (13 eps),Oct 2015 - Dec 2015,https://myanimelist.net/anime/27991/K__Return_of_Kings
1449,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,7.57,OVA (1 eps),May 2021 - May 2021,https://myanimelist.net/anime/43609/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen_OVA
1450,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,7.57,Special (1 eps),Oct 2005 - Oct 2005,https://myanimelist.net/anime/3466/Kino_no_Tabi__The_Beautiful_World_-_Tou_no_Kuni_-_Free_Lance
1451,Love Live! Sunshine!! 2nd Season,7.57,TV (13 eps),Oct 2017 - Dec 2017,https://myanimelist.net/anime/34973/Love_Live_Sunshine_2nd_Season
1452,Lupin III: Episode 0 "First Contact",7.57,Special (1 eps),Jul 2002 - Jul 2002,https://myanimelist.net/anime/1418/Lupin_III__Episode_0_First_Contact
1453,Aikatsu Stars!,7.56,TV (100 eps),Apr 2016 - Mar 2018,https://myanimelist.net/anime/32717/Aikatsu_Stars
1454,Angel Beats! Specials,7.56,Special (2 eps),Dec 2010 - Jun 2015,https://myanimelist.net/anime/9062/Angel_Beats_Specials
1455,Black Jack 21,7.56,TV (17 eps),Apr 2006 - Sep 2006,https://myanimelist.net/anime/2214/Black_Jack_21
1456,Demi-chan wa Kataritai,7.56,TV (12 eps),Jan 2017 - Mar 2017,https://myanimelist.net/anime/33988/Demi-chan_wa_Kataritai
1457,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,7.56,Movie (1 eps),Mar 1995 - Mar 1995,https://myanimelist.net/anime/905/Dragon_Ball_Z_Movie_12__Fukkatsu_no_Fusion_Gokuu_to_Vegeta
1458,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.56,TV (13 eps),Apr 2015 - Jun 2015,https://myanimelist.net/anime/28121/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka
1459,Durarara!!x2 Ketsu: Dufufufu!!,7.56,Special (1 eps),Jul 2016 - Jul 2016,https://myanimelist.net/anime/32915/Durararax2_Ketsu__Dufufufu
1460,Fairy Tail: Final Series,7.56,TV (51 eps),Oct 2018 - Sep 2019,https://myanimelist.net/anime/35972/Fairy_Tail__Final_Series
1461,Free!: Dive to the Future - Soushun no Build-up!,7.56,Special (1 eps),Jun 2018 - Jun 2018,https://myanimelist.net/anime/38027/Free__Dive_to_the_Future_-_Soushun_no_Build-up
1462,Garo Movie: Divine Flame,7.56,Movie (1 eps),May 2016 - May 2016,https://myanimelist.net/anime/28539/Garo_Movie__Divine_Flame
1463,Gensoumaden Saiyuuki,7.56,TV (50 eps),Apr 2000 - Mar 2001,https://myanimelist.net/anime/129/Gensoumaden_Saiyuuki
1464,Gugure! Kokkuri-san,7.56,TV (12 eps),Oct 2014 - Dec 2014,https://myanimelist.net/anime/23251/Gugure_Kokkuri-san
1465,Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,7.56,Special (1 eps),Jun 2018 - Jun 2018,https://myanimelist.net/anime/37109/Hakumei_to_Mikochi__Neji_to_Bed_to_Irori_to_Bakuchi
1466,Higashi no Eden Movie I: The King of Eden,7.56,Movie (1 eps),Nov 2009 - Nov 2009,https://myanimelist.net/anime/6372/Higashi_no_Eden_Movie_I__The_King_of_Eden
1467,Hokuto no Ken: Raoh Gaiden Gekitou-hen,7.56,Movie (1 eps),Apr 2007 - Apr 2007,https://myanimelist.net/anime/2174/Hokuto_no_Ken__Raoh_Gaiden_Gekitou-hen
1468,Hybrid Child,7.56,OVA (4 eps),Oct 2014 - Jan 2015,https://myanimelist.net/anime/11135/Hybrid_Child
1469,Initial D Battle Stage,7.56,OVA (1 eps),May 2002 - May 2002,https://myanimelist.net/anime/821/Initial_D_Battle_Stage
1470,InuYasha Movie 1: Toki wo Koeru Omoi,7.56,Movie (1 eps),Dec 2001 - Dec 2001,https://myanimelist.net/anime/452/InuYasha_Movie_1__Toki_wo_Koeru_Omoi
1471,Kami no Tou,7.56,TV (13 eps),Apr 2020 - Jun 2020,https://myanimelist.net/anime/40221/Kami_no_Tou
1472,Kara no Kyoukai Remix: Gate of Seventh Heaven,7.56,Movie (1 eps),Mar 2009 - Mar 2009,https://myanimelist.net/anime/6624/Kara_no_Kyoukai_Remix__Gate_of_Seventh_Heaven
1473,Luo Xiao Hei Zhan Ji,7.56,ONA (28 eps),Mar 2011 - Aug 2019,https://myanimelist.net/anime/33443/Luo_Xiao_Hei_Zhan_Ji
1474,Minami-ke Okaeri,7.56,TV (13 eps),Jan 2009 - Mar 2009,https://myanimelist.net/anime/5162/Minami-ke_Okaeri
1475,Mobile Fighter G Gundam,7.56,TV (49 eps),Apr 1994 - Mar 1995,https://myanimelist.net/anime/96/Mobile_Fighter_G_Gundam
1476,Mobile Suit Gundam 00 Special Edition,7.56,OVA (3 eps),Oct 2009 - Feb 2010,https://myanimelist.net/anime/7270/Mobile_Suit_Gundam_00_Special_Edition
1477,Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.56,TV (26 eps),Apr 2004 - Sep 2004,https://myanimelist.net/anime/340/Mutsu_Enmei_Ryuu_Gaiden__Shura_no_Toki
1478,Net-juu no Susume,7.56,ONA (10 eps),Oct 2017 - Dec 2017,https://myanimelist.net/anime/36038/Net-juu_no_Susume
1479,Nijuu Mensou no Musume,7.56,TV (22 eps),Apr 2008 - Sep 2008,https://myanimelist.net/anime/3673/Nijuu_Mensou_no_Musume
1480,Nobunaga Concerto,7.56,TV (10 eps),Jul 2014 - Sep 2014,https://myanimelist.net/anime/24135/Nobunaga_Concerto
1481,Nodame Cantabile: Finale OVA,7.56,OVA (1 eps),Apr 2010 - Apr 2010,https://myanimelist.net/anime/8190/Nodame_Cantabile__Finale_OVA
1482,Patapata Hikousen no Bouken,7.56,TV (26 eps),Jan 2002 - Jun 2002,https://myanimelist.net/anime/708/Patapata_Hikousen_no_Bouken
1483,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,7.56,Movie (1 eps),Oct 2018 - Oct 2018,https://myanimelist.net/anime/36286/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_-_Memory_Snow
1484,Sakamoto Desu ga?,7.56,TV (12 eps),Apr 2016 - Jul 2016,https://myanimelist.net/anime/32542/Sakamoto_Desu_ga
1485,Shen Yin Wangzuo,7.56,ONA (26 eps),Apr 2022 -,https://myanimelist.net/anime/51335/Shen_Yin_Wangzuo
1486,Shounen Onmyouji,7.56,TV (26 eps),Oct 2006 - Mar 2007,https://myanimelist.net/anime/1557/Shounen_Onmyouji
1487,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,7.56,Movie (1 eps),Mar 1995 - Mar 1995,https://myanimelist.net/anime/2498/Slam_Dunk__Shouhoku_Saidai_no_Kiki_Moero_Sakuragi_Hanamichi
1488,Sword Art Online: Alicization,7.56,TV (24 eps),Oct 2018 - Mar 2019,https://myanimelist.net/anime/36474/Sword_Art_Online__Alicization
1489,Tamayura: More Aggressive,7.56,TV (12 eps),Jul 2013 - Sep 2013,https://myanimelist.net/anime/15731/Tamayura__More_Aggressive
1490,Uchiage Hanabi,7.56,Music (1 eps),Aug 2017 - Aug 2017,https://myanimelist.net/anime/36125/Uchiage_Hanabi
1491,Un-Go: Inga-ron,7.56,Movie (1 eps),Nov 2011 - Nov 2011,https://myanimelist.net/anime/11531/Un-Go__Inga-ron
1492,Wakakusa Monogatari: Nan to Jo-sensei,7.56,TV (40 eps),Jan 1993 - Dec 1993,https://myanimelist.net/anime/2558/Wakakusa_Monogatari__Nan_to_Jo-sensei
1493,Wu Dong Qian Kun 3rd Season,7.56,ONA (12 eps),May 2022 - Jul 2022,https://myanimelist.net/anime/49570/Wu_Dong_Qian_Kun_3rd_Season
1494,Yama no Susume Second Season,7.56,TV (24 eps),Jul 2014 - Dec 2014,https://myanimelist.net/anime/21435/Yama_no_Susume_Second_Season
1495,Majo no Tabitabi,7.55,TV (12 eps),Oct 2020 - Dec 2020,https://myanimelist.net/anime/40571/Majo_no_Tabitabi
1496,Mitsudomoe,7.55,TV (13 eps),Jul 2010 - Sep 2010,https://myanimelist.net/anime/7627/Mitsudomoe
1497,Mitsudomoe: Oppai Ippai Mama Genki,7.55,Special (1 eps),Feb 2011 - Feb 2011,https://myanimelist.net/anime/9396/Mitsudomoe__Oppai_Ippai_Mama_Genki
1498,Muteki-kyuu*Believer / Mirai Harmony,7.55,Music (1 eps),Jul 2020 - Jul 2020,https://myanimelist.net/anime/42889/Muteki-kyuuBeliever___Mirai_Harmony
1499,One Piece Movie 04: Dead End no Bouken,7.55,Movie (1 eps),Mar 2003 - Mar 2003,https://myanimelist.net/anime/462/One_Piece_Movie_04__Dead_End_no_Bouken
1500,Perrine Monogatari,7.55,TV (53 eps),Jan 1978 - Dec 1978,https://myanimelist.net/anime/2549/Perrine_Monogatari
