Rank,Title,Score,Episodes,Airing,Link
7932,Space Fantasia 2001 Nights,6.23,OVA (1 eps),Jun 1987 - Jun 1987,https://myanimelist.net/anime/1662/Space_Fantasia_2001_Nights
7933,Tabi Machi Late Show,6.23,TV (4 eps),Jan 2016 - Jan 2016,https://myanimelist.net/anime/32309/Tabi_Machi_Late_Show
7934,Tanpen Unico: Kuroi Kumo to Shiroi Hane,6.23,OVA (1 eps),Jun 1989 - Jun 1989,https://myanimelist.net/anime/2428/Tanpen_Unico__Kuroi_Kumo_to_Shiroi_Hane
7935,Tarareba,6.23,Music (1 eps),Dec 2017 - Dec 2017,https://myanimelist.net/anime/39568/Tarareba
7936,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,6.23,Movie (1 eps),Sep 2003 - Sep 2003,https://myanimelist.net/anime/18637/Tetsuwan_Atom__Ivan_no_Wakusei_-_Robot_to_Ningen_no_Yuujou
7937,Tokusou Kihei Dorvack,6.23,TV (36 eps),Oct 1983 - Jul 1984,https://myanimelist.net/anime/5143/Tokusou_Kihei_Dorvack
7938,Tom Sawyer no Bouken Specials,6.23,Special (2 eps),Feb 2001 - Feb 2001,https://myanimelist.net/anime/25069/Tom_Sawyer_no_Bouken_Specials
7939,Tondera House no Daibouken,6.23,TV (52 eps),Apr 1982 - Mar 1983,https://myanimelist.net/anime/3075/Tondera_House_no_Daibouken
7940,Transfer,6.23,Music (1 eps),Sep 2012 - Sep 2012,https://myanimelist.net/anime/17068/Transfer
7941,Uchuu no Kishi Tekkaman,6.23,TV (26 eps),Jul 1975 - Dec 1975,https://myanimelist.net/anime/1458/Uchuu_no_Kishi_Tekkaman
7942,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,6.23,Special (1 eps),Dec 2013 - Dec 2013,https://myanimelist.net/anime/21595/Yu☆Gi☆Oh_Zexal_Second__Iza_Saishuu_Kessen_e_Special
7943,Yu☆Gi☆Oh! Zexal Second: Midokoro Tenkomori Special,6.23,Special (1 eps),Dec 2012 - Dec 2012,https://myanimelist.net/anime/16576/Yu☆Gi☆Oh_Zexal_Second__Midokoro_Tenkomori_Special
7944,Maken-Ki! Two Specials,6.22,Special (5 eps),Mar 2014 - Jul 2014,https://myanimelist.net/anime/23989/Maken-Ki_Two_Specials
7945,Metal Fighter Miku,6.22,TV (13 eps),Jul 1994 - Sep 1994,https://myanimelist.net/anime/1175/Metal_Fighter_Miku
7946,Miss Monochrome The Animation: Manager,6.22,OVA (1 eps),May 2014 - May 2014,https://myanimelist.net/anime/28179/Miss_Monochrome_The_Animation__Manager
7947,Miss Monochrome The Animation: Soccer-hen,6.22,ONA (1 eps),Jun 2014 - Jun 2014,https://myanimelist.net/anime/24713/Miss_Monochrome_The_Animation__Soccer-hen
7948,Mobile Suit SD Gundam Mk I,6.22,Special (3 eps),Mar 1988 - May 1988,https://myanimelist.net/anime/2302/Mobile_Suit_SD_Gundam_Mk_I
7949,Moom,6.22,Movie (1 eps),Mar 2016 - Mar 2016,https://myanimelist.net/anime/25541/Moom
7950,Nana Toshi Monogatari: Hokkyokukai Sensen,6.22,OVA (2 eps),Jun 1994 - Jun 1994,https://myanimelist.net/anime/4617/Nana_Toshi_Monogatari__Hokkyokukai_Sensen
7951,Nuwa Chengzhang Riji,6.22,ONA (30 eps),Apr 2016 - Nov 2016,https://myanimelist.net/anime/33038/Nuwa_Chengzhang_Riji
7952,One Piece: Otoshidama Special - Tokubetsu Hou Mugiwara Kaizoku-dan no Himitsu!,6.22,Special (1 eps),Jan 2006 - Jan 2006,https://myanimelist.net/anime/51162/One_Piece__Otoshidama_Special_-_Tokubetsu_Hou_Mugiwara_Kaizoku-dan_no_Himitsu
7953,Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials,6.22,Special (6 eps),Dec 2012 - May 2013,https://myanimelist.net/anime/15881/Oniichan_dakedo_Ai_sae_Areba_Kankeinai_yo_ne_Specials
7954,Shampoo no Nioi ga Shita,6.22,Music (1 eps),Apr 2018 - Apr 2018,https://myanimelist.net/anime/37406/Shampoo_no_Nioi_ga_Shita
7955,Shi Wan Ge Leng Xiaohua,6.22,ONA (12 eps),Jul 2012 - Aug 2013,https://myanimelist.net/anime/33193/Shi_Wan_Ge_Leng_Xiaohua
7956,Shin Koihime†Musou: Otome Tairan OVA Omake,6.22,Special (1 eps),Feb 2011 - Feb 2011,https://myanimelist.net/anime/15015/Shin_Koihime†Musou__Otome_Tairan_OVA_Omake
7957,Shin Strange+,6.22,TV (12 eps),Jul 2014 - Sep 2014,https://myanimelist.net/anime/23433/Shin_Strange_
7958,Sousei Kishi Gaiarth,6.22,OVA (3 eps),Apr 1992 - Apr 1993,https://myanimelist.net/anime/2068/Sousei_Kishi_Gaiarth
7959,T7S Longing for Summer Again and Again: Harukaze,6.22,Music (1 eps),Apr 2017 - Apr 2017,https://myanimelist.net/anime/34943/T7S_Longing_for_Summer_Again_and_Again__Harukaze
7960,Tatakae!! Ramenman,6.22,TV (35 eps),Jan 1988 - Sep 1988,https://myanimelist.net/anime/4427/Tatakae_Ramenman
7961,Tenamonya Voyagers,6.22,OVA (4 eps),Jun 1999 - Dec 1999,https://myanimelist.net/anime/773/Tenamonya_Voyagers
7962,Tetsuko no Tabi,6.22,TV (13 eps),Jun 2007 - Sep 2007,https://myanimelist.net/anime/2552/Tetsuko_no_Tabi
7963,Thermae Romae x Yoyogi Animation Gakuin Collaboration,6.22,ONA (1 eps),Jul 2012 - Jul 2012,https://myanimelist.net/anime/13969/Thermae_Romae_x_Yoyogi_Animation_Gakuin_Collaboration
7964,Trigger-chan,6.22,ONA (1 eps),Aug 2016 - Aug 2016,https://myanimelist.net/anime/33934/Trigger-chan
7965,Ushio to Tora: Comical Deformer Gekijou,6.22,OVA (1 eps),Oct 1993 - Oct 1993,https://myanimelist.net/anime/5308/Ushio_to_Tora__Comical_Deformer_Gekijou
7966,Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,6.22,Movie (1 eps),Dec 2016 - Dec 2016,https://myanimelist.net/anime/32222/Youkai_Watch_Movie_3__Soratobu_Kujira_to_Double_Sekai_no_Daibouken_da_Nyan
7967,009-1,6.22,TV (12 eps),Oct 2006 - Dec 2006,https://myanimelist.net/anime/1583/009-1
7968,21 Emon Uchuu ike! Hadashi no Princess,6.22,Movie (1 eps),Mar 1992 - Mar 1992,https://myanimelist.net/anime/6074/21_Emon_Uchuu_ike_Hadashi_no_Princess
7969,A lot of life,6.22,Music (1 eps),Jul 2020 - Jul 2020,https://myanimelist.net/anime/51449/A_lot_of_life
7970,A-Ko The Versus,6.22,OVA (2 eps),Jul 1990 - Aug 1990,https://myanimelist.net/anime/1295/A-Ko_The_Versus
7971,Anata no Koe,6.22,Music (1 eps),Oct 2017 - Oct 2017,https://myanimelist.net/anime/40508/Anata_no_Koe
7972,Black Jack: Dr. Pinoko no Mori no Bouken,6.22,Movie (1 eps),Dec 2005 - Dec 2005,https://myanimelist.net/anime/4070/Black_Jack__Dr_Pinoko_no_Mori_no_Bouken
7973,Blade,6.22,TV (12 eps),Jul 2011 - Sep 2011,https://myanimelist.net/anime/6920/Blade
7974,Blue Gender: The Warrior,6.22,Movie (1 eps),Nov 2002 - Nov 2002,https://myanimelist.net/anime/1380/Blue_Gender__The_Warrior
7975,Bokura Mada Underground (2022),6.22,Music (1 eps),Mar 2022 - Mar 2022,https://myanimelist.net/anime/51161/Bokura_Mada_Underground_2022
7976,Catman Series II,6.22,ONA (8 eps),2002 - 2002,https://myanimelist.net/anime/4418/Catman_Series_II
7977,Choujuu Kishin Dancougar: Ushinawareta Mono-tachi e no Requiem,6.22,OVA (1 eps),Apr 1986 - Apr 1986,https://myanimelist.net/anime/2256/Choujuu_Kishin_Dancougar__Ushinawareta_Mono-tachi_e_no_Requiem
7978,Dream Hunter Rem,6.22,OVA (4 eps),Dec 1985 - Feb 1987,https://myanimelist.net/anime/4003/Dream_Hunter_Rem
7979,Fabre-sensei wa Meitantei,6.22,TV (26 eps),Apr 2000 - Oct 2000,https://myanimelist.net/anime/5088/Fabre-sensei_wa_Meitantei
7980,fake!fake!,6.22,Music (1 eps),Apr 2014 - Apr 2014,https://myanimelist.net/anime/25495/fakefake
7981,Gin no Guardian,6.22,TV (12 eps),Apr 2017 - Jun 2017,https://myanimelist.net/anime/32936/Gin_no_Guardian
7982,Giniro no Olynsis: Tokito,6.22,TV (12 eps),Oct 2006 - Dec 2006,https://myanimelist.net/anime/1868/Giniro_no_Olynsis__Tokito
7983,Goblin Slayer: Bouken Kiroku Youshi - Adventure Sheet,6.22,Special (1 eps),Dec 2018 - Dec 2018,https://myanimelist.net/anime/38807/Goblin_Slayer__Bouken_Kiroku_Youshi_-_Adventure_Sheet
7984,Hanamaru Youchien: Panda Neko Taisou,6.22,Special (8 eps),May 2010 - Aug 2010,https://myanimelist.net/anime/16646/Hanamaru_Youchien__Panda_Neko_Taisou
7985,Himiko-den,6.22,TV (12 eps),Jan 1999 - Apr 1999,https://myanimelist.net/anime/360/Himiko-den
7986,King of Prism by Pretty Rhythm,6.22,Movie (1 eps),Jan 2016 - Jan 2016,https://myanimelist.net/anime/31762/King_of_Prism_by_Pretty_Rhythm
7987,Kyoushoku Soukou Guyver,6.22,Movie (1 eps),Dec 1986 - Dec 1986,https://myanimelist.net/anime/2293/Kyoushoku_Soukou_Guyver
7988,Kyuukyoku Choujin R,6.22,OVA (1 eps),Oct 1991 - Oct 1991,https://myanimelist.net/anime/6796/Kyuukyoku_Choujin_R
7989,Let's Nupu Nupu,6.22,TV (16 eps),Oct 1998 - Nov 1998,https://myanimelist.net/anime/5132/Lets_Nupu_Nupu
7990,Line Town,6.22,TV (50 eps),Apr 2013 - Mar 2014,https://myanimelist.net/anime/18155/Line_Town
7991,Live Beyond!!,6.22,Music (1 eps),Apr 2021 - Apr 2021,https://myanimelist.net/anime/48773/Live_Beyond
7992,Ai Tenshi Densetsu Wedding Peach Specials,6.21,Special (2 eps),Nov 1995 - Nov 1995,https://myanimelist.net/anime/26189/Ai_Tenshi_Densetsu_Wedding_Peach_Specials
7993,Asience: Kami wa Onna no Inochi,6.21,Special (1 eps),Mar 2007 - Mar 2007,https://myanimelist.net/anime/5168/Asience__Kami_wa_Onna_no_Inochi
7994,Bakugan Battle Brawlers: Mechtanium Surge,6.21,ONA (46 eps),Sep 2018 - 2018,https://myanimelist.net/anime/10330/Bakugan_Battle_Brawlers__Mechtanium_Surge
7995,Bao Lian Deng,6.21,Movie (1 eps),1999 - 1999,https://myanimelist.net/anime/7752/Bao_Lian_Deng
7996,Biohazard: Infinite Darkness,6.21,ONA (4 eps),Jul 2021 - Jul 2021,https://myanimelist.net/anime/42976/Biohazard__Infinite_Darkness
7997,Blade Runner: Black Lotus,6.21,TV (13 eps),Nov 2021 - Feb 2022,https://myanimelist.net/anime/38749/Blade_Runner__Black_Lotus
7998,Buttobi!! CPU,6.21,OVA (3 eps),Apr 1997 - Sep 1997,https://myanimelist.net/anime/458/Buttobi_CPU
7999,Chang An Huan Jie,6.21,ONA (40 eps),Dec 2020 - May 2021,https://myanimelist.net/anime/45600/Chang_An_Huan_Jie
8000,Chitose Get You!!,6.21,TV (26 eps),Jul 2012 - Dec 2012,https://myanimelist.net/anime/14277/Chitose_Get_You
8001,Dennou Coil Recaps,6.21,Special (2 eps),Aug 2007 - Nov 2007,https://myanimelist.net/anime/13955/Dennou_Coil_Recaps
8002,Gegege no Kitarou: Daikaijuu,6.21,Movie (1 eps),Jul 1996 - Jul 1996,https://myanimelist.net/anime/8146/Gegege_no_Kitarou__Daikaijuu
8003,Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,6.21,Movie (1 eps),Dec 1986 - Dec 1986,https://myanimelist.net/anime/8155/Gegege_no_Kitarou__Gekitotsu_Ijigen_Youkai_no_Daihanran
8004,Ginga no Uo Ursa Minor Blue,6.21,OVA (1 eps),May 1993 - May 1993,https://myanimelist.net/anime/3518/Ginga_no_Uo_Ursa_Minor_Blue
8005,Ginga Ojousama Densetsu Yuna: Shin'en no Fairy,6.21,OVA (3 eps),Dec 1996 - May 1997,https://myanimelist.net/anime/2474/Ginga_Ojousama_Densetsu_Yuna__Shinen_no_Fairy
8006,Honoo no Labyrinth,6.21,OVA (2 eps),Sep 2000 - Dec 2000,https://myanimelist.net/anime/581/Honoo_no_Labyrinth
8007,Hoshi no Ko Chobin,6.21,TV (26 eps),Apr 1974 - Sep 1974,https://myanimelist.net/anime/3834/Hoshi_no_Ko_Chobin
8008,Junod,6.21,Movie (1 eps),May 2010 - May 2010,https://myanimelist.net/anime/9525/Junod
8009,Kakumeiki Valvrave Recaps,6.21,ONA (3 eps),Sep 2013 - Sep 2013,https://myanimelist.net/anime/21077/Kakumeiki_Valvrave_Recaps
8010,Kitsune Tsuki,6.21,Movie (1 eps),2015 - 2015,https://myanimelist.net/anime/34840/Kitsune_Tsuki
8011,Koala Boy Kokki,6.21,TV (26 eps),Apr 1984 - Mar 1985,https://myanimelist.net/anime/3723/Koala_Boy_Kokki
8012,Koukaku Kidoutai: Ghost Chaser,6.21,Movie (1 eps),Nov 2018 - Nov 2018,https://myanimelist.net/anime/38600/Koukaku_Kidoutai__Ghost_Chaser
8013,Lovely Movie: Itoshi no Muco Season 2,6.21,TV (22 eps),Apr 2014 - Oct 2014,https://myanimelist.net/anime/23901/Lovely_Movie__Itoshi_no_Muco_Season_2
8014,Meitantei Conan: Kodai Kyouryuu no Nazo ni Semare!,6.21,OVA (1 eps),Jun 2002 - Jun 2002,https://myanimelist.net/anime/33151/Meitantei_Conan__Kodai_Kyouryuu_no_Nazo_ni_Semare
8015,Mobile Suit Gundam Battlefield Record: Avant-Title,6.21,ONA (1 eps),Sep 2009 - Sep 2009,https://myanimelist.net/anime/18449/Mobile_Suit_Gundam_Battlefield_Record__Avant-Title
8016,Monotonous Purgatory,6.21,Music (1 eps),Oct 2012 - Oct 2012,https://myanimelist.net/anime/25641/Monotonous_Purgatory
8017,Nekogami Yaoyorozu Specials,6.21,Special (7 eps),Sep 2011 - Mar 2012,https://myanimelist.net/anime/13681/Nekogami_Yaoyorozu_Specials
8018,Nono-chan,6.21,TV (61 eps),Jul 2001 - Sep 2002,https://myanimelist.net/anime/6625/Nono-chan
8019,Ongaku Shoujo,6.21,Movie (1 eps),Mar 2015 - Mar 2015,https://myanimelist.net/anime/29511/Ongaku_Shoujo
8020,Onikiri Musume Saisen,6.21,ONA (1 eps),Aug 2014 - Aug 2014,https://myanimelist.net/anime/37551/Onikiri_Musume_Saisen
8021,Overlord: Oukoku no Kan-tachi - Drama CD-tsuki Tokusou-ban,6.21,ONA (1 eps),Jan 2014 - Jan 2014,https://myanimelist.net/anime/37264/Overlord__Oukoku_no_Kan-tachi_-_Drama_CD-tsuki_Tokusou-ban
8022,Pokemon Diamond & Pearl: Clip Show,6.21,Special (1 eps),Sep 2006 - Sep 2006,https://myanimelist.net/anime/36825/Pokemon_Diamond___Pearl__Clip_Show
8023,Psychic Academy,6.21,TV (24 eps),Mar 2002 - Sep 2002,https://myanimelist.net/anime/337/Psychic_Academy
8024,Saikin, Imouto no Yousu ga Chotto Okashiinda ga.,6.21,TV (12 eps),Jan 2014 - Mar 2014,https://myanimelist.net/anime/17777/Saikin_Imouto_no_Yousu_ga_Chotto_Okashiinda_ga
8025,Sekai no Owari ni Shiba Inu to,6.21,ONA (? eps),Jul 2022 -,https://myanimelist.net/anime/52020/Sekai_no_Owari_ni_Shiba_Inu_to
8026,Senkou no Night Raid: Aruku Hako,6.21,Special (1 eps),Dec 2010 - Dec 2010,https://myanimelist.net/anime/10201/Senkou_no_Night_Raid__Aruku_Hako
8027,Shiyakusho,6.21,ONA (1 eps),Feb 2022 - Feb 2022,https://myanimelist.net/anime/50993/Shiyakusho
8028,Sinbad: Soratobu Hime to Himitsu no Shima,6.21,Movie (1 eps),Jul 2015 - Jul 2015,https://myanimelist.net/anime/29756/Sinbad__Soratobu_Hime_to_Himitsu_no_Shima
8029,The iDOLM@STER Cinderella Girls: Spin-off!,6.21,ONA (1 eps),Nov 2019 - Nov 2019,https://myanimelist.net/anime/40693/The_iDOLMSTER_Cinderella_Girls__Spin-off
8030,Tono to Issho: Ippunkan Gekijou,6.21,TV (12 eps),Jul 2010 - Sep 2010,https://myanimelist.net/anime/8961/Tono_to_Issho__Ippunkan_Gekijou
8031,Topo Gigio,6.21,TV (21 eps),Apr 1988 - Sep 1988,https://myanimelist.net/anime/4584/Topo_Gigio
8032,Ultraman Kids: Haha wo Tazunete 3000-man Kounen,6.21,TV (26 eps),Nov 1991 - May 1992,https://myanimelist.net/anime/8753/Ultraman_Kids__Haha_wo_Tazunete_3000-man_Kounen
8033,Warau Salesman Special Program,6.21,Special (14 eps),Dec 1992 - Dec 1993,https://myanimelist.net/anime/35158/Warau_Salesman_Special_Program
8034,Wild 7,6.21,OVA (2 eps),Dec 1994 - Feb 1995,https://myanimelist.net/anime/1959/Wild_7
8035,Wild Adapter,6.21,OVA (2 eps),Mar 2014 - Sep 2015,https://myanimelist.net/anime/13843/Wild_Adapter
8036,Yoiko,6.21,TV (20 eps),Nov 1998 - Mar 1999,https://myanimelist.net/anime/4591/Yoiko
8037,Youkai Watch ♪,6.21,TV (? eps),Apr 2021 -,https://myanimelist.net/anime/48365/Youkai_Watch_♪
8038,Zenryoku Usagi,6.21,TV (52 eps),Jan 2008 - Dec 2008,https://myanimelist.net/anime/3704/Zenryoku_Usagi
8039,Magical Nyan Nyan Taruto,6.20,TV (12 eps),Jul 2001 - Sep 2001,https://myanimelist.net/anime/952/Magical_Nyan_Nyan_Taruto
8040,Mahoutsukai Chappy,6.20,TV (39 eps),Apr 1972 - Dec 1972,https://myanimelist.net/anime/3845/Mahoutsukai_Chappy
8041,Medaka no Gakkou,6.20,OVA (5 eps),Apr 2001 - Feb 2005,https://myanimelist.net/anime/9519/Medaka_no_Gakkou
8042,Memories Off 2nd,6.20,OVA (3 eps),Jan 2003 - May 2003,https://myanimelist.net/anime/362/Memories_Off_2nd
8043,Minori Scramble!,6.20,OVA (1 eps),Feb 2012 - Feb 2012,https://myanimelist.net/anime/9523/Minori_Scramble
8044,Moero Arthur: Hakuba no Ouji,6.20,TV (22 eps),Apr 1980 - Sep 1980,https://myanimelist.net/anime/4614/Moero_Arthur__Hakuba_no_Ouji
8045,Nekota no Koto ga Kininatte Shikatanai. (ONA),6.20,ONA (4 eps),Apr 2015 - Apr 2015,https://myanimelist.net/anime/30842/Nekota_no_Koto_ga_Kininatte_Shikatanai_ONA
8046,Oh! Super Milk-chan Special,6.20,Special (1 eps),Mar 2002 - Mar 2002,https://myanimelist.net/anime/18815/Oh_Super_Milk-chan_Special
8047,Oishi-sa Hajikeru! One Piece,6.20,Special (1 eps),Sep 2016 - Sep 2016,https://myanimelist.net/anime/34165/Oishi-sa_Hajikeru_One_Piece
8048,One Piece: 5-fun de Wakaru Kore made no Wano Kuni-hen,6.20,ONA (2 eps),Jun 2020 - Jan 2021,https://myanimelist.net/anime/46171/One_Piece__5-fun_de_Wakaru_Kore_made_no_Wano_Kuni-hen
8049,Onikirimaru,6.20,OVA (4 eps),Sep 1994 - Jul 1995,https://myanimelist.net/anime/3913/Onikirimaru
8050,Rinne no Lagrange Specials,6.20,Special (6 eps),Mar 2012 - Aug 2012,https://myanimelist.net/anime/14583/Rinne_no_Lagrange_Specials
8051,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,6.20,Movie (1 eps),Mar 1982 - Mar 1982,https://myanimelist.net/anime/3757/Sekai_Meisaku_Douwa__Aladdin_to_Mahou_no_Lamp
8052,Shi Huang Zhi Shen,6.20,ONA (13 eps),Apr 2020 - Jun 2020,https://myanimelist.net/anime/39298/Shi_Huang_Zhi_Shen
8053,Shin Calimero,6.20,TV (52 eps),Oct 1992 - Sep 1993,https://myanimelist.net/anime/7004/Shin_Calimero
8054,Suna no Bara: Yuki no Mokushiroku,6.20,OVA (1 eps),Apr 1993 - Apr 1993,https://myanimelist.net/anime/3989/Suna_no_Bara__Yuki_no_Mokushiroku
8055,Tales of Eternia The Animation,6.20,TV (13 eps),Jan 2001 - Mar 2001,https://myanimelist.net/anime/445/Tales_of_Eternia_The_Animation
8056,Tantei Team KZ Jiken Note,6.20,TV (16 eps),Oct 2015 - Jan 2016,https://myanimelist.net/anime/31221/Tantei_Team_KZ_Jiken_Note
8057,Trickster: Edogawa Ranpo "Shounen Tanteidan" yori OVA,6.20,OVA (2 eps),Dec 2016 - Dec 2016,https://myanimelist.net/anime/34197/Trickster__Edogawa_Ranpo_Shounen_Tanteidan_yori_OVA
8058,Wooser no Sono Higurashi,6.20,TV (12 eps),Oct 2012 - Dec 2012,https://myanimelist.net/anime/15313/Wooser_no_Sono_Higurashi
8059,Beatless,6.20,TV (20 eps),Jan 2018 - Jun 2018,https://myanimelist.net/anime/36516/Beatless
8060,Boku wa Mada 7-sai Datta,6.20,Music (1 eps),May 2016 - May 2016,https://myanimelist.net/anime/36716/Boku_wa_Mada_7-sai_Datta
8061,Chocolate Underground: Bokura no Chocolate Sensou,6.20,Movie (1 eps),Jan 2009 - Jan 2009,https://myanimelist.net/anime/5238/Chocolate_Underground__Bokura_no_Chocolate_Sensou
8062,Chu-Bra!!,6.20,TV (12 eps),Jan 2010 - Mar 2010,https://myanimelist.net/anime/6645/Chu-Bra
8063,Detective Conan: Anti-Crime Guide,6.20,OVA (1 eps),2006 - 2006,https://myanimelist.net/anime/36269/Detective_Conan__Anti-Crime_Guide
8064,Dokyuu Hentai HxEros OVA,6.20,OVA (2 eps),Nov 2020 - Mar 2021,https://myanimelist.net/anime/42803/Dokyuu_Hentai_HxEros_OVA
8065,Dororon Enma-kun,6.20,TV (25 eps),Oct 1973 - Mar 1974,https://myanimelist.net/anime/1337/Dororon_Enma-kun
8066,Dragon Collection,6.20,TV (51 eps),Apr 2014 - Mar 2015,https://myanimelist.net/anime/22733/Dragon_Collection
8067,Fushigi na Koala Blinky,6.20,TV (26 eps),Jul 1984 - Dec 1984,https://myanimelist.net/anime/1333/Fushigi_na_Koala_Blinky
8068,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,6.20,Movie (1 eps),Jul 1986 - Jul 1986,https://myanimelist.net/anime/8154/Gegege_no_Kitarou__Saikyou_Youkai_Gundan_Nippon_Jouriku
8069,Gongitsune,6.20,Movie (1 eps),Mar 1985 - Mar 1985,https://myanimelist.net/anime/9535/Gongitsune
8070,Green Green Character DVD,6.20,OVA (3 eps),Nov 2003 - Jan 2004,https://myanimelist.net/anime/1679/Green_Green_Character_DVD
8071,Gu-Gu Ganmo,6.20,TV (50 eps),Mar 1984 - Mar 1985,https://myanimelist.net/anime/3020/Gu-Gu_Ganmo
8072,Guomin Laogong Dai Huijia 4th Season,6.20,ONA (12 eps),Oct 2018 - Dec 2018,https://myanimelist.net/anime/38677/Guomin_Laogong_Dai_Huijia_4th_Season
8073,Heart Cocktail,6.20,TV (77 eps),Oct 1986 - Mar 1988,https://myanimelist.net/anime/27693/Heart_Cocktail
8074,Heibai Wushuang 3rd Season,6.20,ONA (12 eps),Jul 2021 - Sep 2021,https://myanimelist.net/anime/49208/Heibai_Wushuang_3rd_Season
8075,Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,6.20,Movie (1 eps),Oct 1988 - Oct 1988,https://myanimelist.net/anime/1552/Hiatari_Ryoukou_Yume_no_Naka_ni_Kimi_ga_Ita
8076,Hidamari Sketch x 365 Recap,6.20,Special (1 eps),Dec 2009 - Dec 2009,https://myanimelist.net/anime/28913/Hidamari_Sketch_x_365_Recap
8077,Hidan no Aria AA,6.20,TV (12 eps),Oct 2015 - Dec 2015,https://myanimelist.net/anime/28883/Hidan_no_Aria_AA
8078,Jakusansei Million Arthur,6.20,ONA (60 eps),Nov 2015 - Jun 2018,https://myanimelist.net/anime/30954/Jakusansei_Million_Arthur
8079,Jankenman,6.20,TV (51 eps),Apr 1991 - Mar 1992,https://myanimelist.net/anime/7405/Jankenman
8080,Kakyuusei (TV),6.20,TV (13 eps),Jul 1999 - Sep 1999,https://myanimelist.net/anime/2609/Kakyuusei_TV
8081,Kiku-chan to Ookami,6.20,Special (1 eps),Aug 2008 - Aug 2008,https://myanimelist.net/anime/5192/Kiku-chan_to_Ookami
8082,Kirari Kagayaku,6.20,ONA (1 eps),Mar 2017 - Mar 2017,https://myanimelist.net/anime/37776/Kirari_Kagayaku
8083,Kung Fu Liaoli Niang,6.20,ONA (1 eps),Jul 2011 - Jul 2011,https://myanimelist.net/anime/40194/Kung_Fu_Liaoli_Niang
8084,Kyoukaisenjou no Horizon: Kyokutou Naruhodo Kouza,6.20,ONA (4 eps),Aug 2011 - Sep 2011,https://myanimelist.net/anime/22113/Kyoukaisenjou_no_Horizon__Kyokutou_Naruhodo_Kouza
8085,Larva 2nd Season,6.20,TV (52 eps),Jan 2013 - Sep 2013,https://myanimelist.net/anime/31673/Larva_2nd_Season
8086,30-pun de Wakaru! Kore made no Love Live! Sunshine!!,6.19,ONA (2 eps),Nov 2018 - Nov 2018,https://myanimelist.net/anime/41188/30-pun_de_Wakaru_Kore_made_no_Love_Live_Sunshine
8087,Accel World: Acchel World.,6.19,Special (8 eps),Jul 2012 - Feb 2013,https://myanimelist.net/anime/13859/Accel_World__Acchel_World
8088,Bing Zhu Qi Hun,6.19,ONA (12 eps),Jan 2022 - Mar 2022,https://myanimelist.net/anime/50565/Bing_Zhu_Qi_Hun
8089,Careless,6.19,Music (1 eps),Aug 2021 - Aug 2021,https://myanimelist.net/anime/50029/Careless
8090,Choujin Sentai Baratack,6.19,TV (31 eps),Jul 1977 - Mar 1978,https://myanimelist.net/anime/6970/Choujin_Sentai_Baratack
8091,Dokaben,6.19,TV (163 eps),Oct 1976 - Dec 1979,https://myanimelist.net/anime/3825/Dokaben
8092,eX-Driver the Movie Specials,6.19,Special (3 eps),Oct 2002 - Oct 2002,https://myanimelist.net/anime/12351/eX-Driver_the_Movie_Specials
8093,Final Fantasy: Unlimited,6.19,TV (25 eps),Oct 2001 - Mar 2002,https://myanimelist.net/anime/1157/Final_Fantasy__Unlimited
8094,Flanders no Inu Specials,6.19,Special (2 eps),Dec 2000 - Dec 2000,https://myanimelist.net/anime/24679/Flanders_no_Inu_Specials
8095,Follow Me,6.19,Music (1 eps),Oct 2012 - Oct 2012,https://myanimelist.net/anime/21041/Follow_Me
8096,Fukarai-chou, Tunnel Roji no Otoko,6.19,ONA (1 eps),2008 - 2008,https://myanimelist.net/anime/41725/Fukarai-chou_Tunnel_Roji_no_Otoko
8097,Fuusen Shoujo Temple-chan,6.19,TV (26 eps),Oct 1977 - Mar 1978,https://myanimelist.net/anime/2809/Fuusen_Shoujo_Temple-chan
8098,Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,6.19,TV (35 eps),Aug 1994 - Dec 1995,https://myanimelist.net/anime/6472/Gakkou_no_Kowai_Uwasa__Hanako-san_ga_Kita
8099,Go! Go! Ackman,6.19,OVA (1 eps),Jul 1994 - Jul 1994,https://myanimelist.net/anime/6413/Go_Go_Ackman
8100,Gokuu no Daibouken,6.19,TV (39 eps),Jan 1967 - Sep 1967,https://myanimelist.net/anime/2687/Gokuu_no_Daibouken
8101,Harukanaru Toki no Naka de: Ajisai Yumegatari,6.19,OVA (2 eps),Mar 2002 - Jan 2003,https://myanimelist.net/anime/647/Harukanaru_Toki_no_Naka_de__Ajisai_Yumegatari
8102,Hashire! Shiroi Ookami,6.19,Movie (1 eps),Apr 1990 - Apr 1990,https://myanimelist.net/anime/5936/Hashire_Shiroi_Ookami
