Rank,Title,Score,Episodes,Airing
542,Slayers Next,8.02,TV (26 eps),Apr 1996 - Sep 1996
543,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,8.02,Movie (1 eps),Oct 2021 - Oct 2021
544,Tokyo Magnitude 8.0,8.02,TV (11 eps),Jul 2009 - Sep 2009
545,Uma Musume: Pretty Derby (TV) Season 2,8.02,TV (13 eps),Jan 2021 - Mar 2021
546,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.02,TV (13 eps),Apr 2013 - Jun 2013
547,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,8.02,Movie (1 eps),Jul 2017 - Jul 2017
548,Baby Steps 2nd Season,8.02,TV (25 eps),Apr 2015 - Sep 2015
549,D.Gray-man,8.02,TV (103 eps),Oct 2006 - Sep 2008
550,Detective Conan Movie 15: Quarter of Silence,8.02,Movie (1 eps),Apr 2011 - Apr 2011
551,Golden Boy,8.02,OVA (6 eps),Oct 1995 - Jun 1996
552,Hachimitsu to Clover,8.02,TV (24 eps),Apr 2005 - Sep 2005
553,Kami nomi zo Shiru Sekai: Megami-hen,8.02,TV (12 eps),Jul 2013 - Sep 2013
554,Kara no Kyoukai Movie: Mirai Fukuin,8.02,Movie (1 eps),Sep 2013 - Sep 2013
555,Aria the OVA: Arietta,8.01,OVA (1 eps),Sep 2007 - Sep 2007
556,Boku no Hero Academia the Movie 2: Heroes:Rising,8.01,Movie (1 eps),Dec 2019 - Dec 2019
557,Clannad,8.01,TV (23 eps),Oct 2007 - Mar 2008
558,ef: A Tale of Melodies.,8.01,TV (12 eps),Oct 2008 - Dec 2008
559,Evangelion: 1.0 You Are (Not) Alone,8.01,Movie (1 eps),Sep 2007 - Sep 2007
560,Fullmetal Alchemist: Brotherhood Specials,8.01,Special (4 eps),Aug 2009 - Aug 2010
561,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,8.01,Movie (4 eps),Sep 2019 - Sep 2019
562,Haikyuu!! Movie 2: Shousha to Haisha,8.01,Movie (1 eps),Sep 2015 - Sep 2015
563,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,8.01,TV (14 eps),Oct 2019 - Dec 2019
564,Kaichou wa Maid-sama!,8.01,TV (26 eps),Apr 2010 - Sep 2010
565,Komi-san wa, Comyushou desu.,8.01,TV (12 eps),Oct 2021 - Dec 2021
566,Mobile Suit Gundam: The 08th MS Team,8.01,OVA (12 eps),Jan 1996 - Jul 1999
567,Pui Pui Molcar,8.01,TV (12 eps),Jan 2021 - Mar 2021
568,Tate no Yuusha no Nariagari,8.01,TV (25 eps),Jan 2019 - Jun 2019
569,Maoujou de Oyasumi,8.00,TV (12 eps),Oct 2020 - Dec 2020
570,Nagi no Asu kara,8.00,TV (26 eps),Oct 2013 - Apr 2014
571,Touch,8.00,TV (101 eps),Mar 1985 - Mar 1987
572,Wolf's Rain OVA,8.00,OVA (4 eps),Jan 2004 - Feb 2004
573,Doupo Cangqiong 4th Season,8.00,ONA (24 eps),Mar 2021 - Aug 2021
574,Eve no Jikan (Movie),8.00,Movie (1 eps),Mar 2010 - Mar 2010
575,Hanada Shounen-shi,8.00,TV (25 eps),Oct 2002 - Mar 2003
576,Hibike! Euphonium,8.00,TV (13 eps),Apr 2015 - Jul 2015
577,Isekai Ojisan,8.00,TV (? eps),Jul 2022 -
578,Kakushigoto (TV),8.00,TV (12 eps),Apr 2020 - Jun 2020
579,Kimi ni Todoke,8.00,TV (25 eps),Oct 2009 - Mar 2010
580,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,8.00,Special (1 eps),Jan 2006 - Jan 2006
581,Love Live! Superstar!!,8.00,TV (12 eps),Jul 2021 - Oct 2021
582,Code Geass: Hangyaku no Lelouch III - Oudou,7.99,Movie (1 eps),May 2018 - May 2018
583,Durarara!!x2 Shou,7.99,TV (12 eps),Jan 2015 - Mar 2015
584,High Score Girl II,7.99,TV (9 eps),Oct 2019 - Dec 2019
585,High Score Girl: Extra Stage,7.99,OVA (3 eps),Mar 2019 - Mar 2019
586,Kimi ni Todoke 2nd Season,7.99,TV (12 eps),Jan 2011 - Mar 2011
587,Kobayashi-san Chi no Maid Dragon,7.99,TV (13 eps),Jan 2017 - Apr 2017
588,Koukaku Kidoutai 2.0,7.99,Movie (1 eps),Jul 2008 - Jul 2008
589,Ookiku Furikabutte: Natsu no Taikai-hen,7.99,TV (13 eps),Apr 2010 - Jun 2010
590,ReLIFE,7.99,TV (13 eps),Jul 2016 - Sep 2016
591,School Rumble Ni Gakki,7.99,TV (26 eps),Apr 2006 - Sep 2006
592,xxxHOLiC,7.99,TV (24 eps),Apr 2006 - Sep 2006
593,Major Movie: Yuujou no Winning Shot,7.98,Movie (1 eps),Dec 2008 - Dec 2008
594,Mushoku Tensei: Isekai Ittara Honki Dasu Special,7.98,Special (1 eps),Mar 2022 - Mar 2022
595,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,7.98,OVA (2 eps),Dec 2001 - Mar 2002
596,Sakasama no Patema,7.98,Movie (1 eps),Nov 2013 - Nov 2013
597,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,7.98,TV (12 eps),Apr 2018 - Jun 2018
598,Wan Sheng Jie 2,7.98,ONA (12 eps),Oct 2020 - Dec 2020
599,Working!!!,7.98,TV (13 eps),Jul 2015 - Sep 2015
600,Akagami no Shirayuki-hime 2nd Season,7.98,TV (12 eps),Jan 2016 - Mar 2016
601,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,7.98,Special (1 eps),Jun 2008 - Jun 2008
602,Durarara!!x2 Ten,7.98,TV (12 eps),Jul 2015 - Sep 2015
603,Azumanga Daioh,7.97,TV (26 eps),Apr 2002 - Oct 2002
604,Douluo Dalu: Shan Yu Yu Lai,7.97,ONA (13 eps),May 2021 - Aug 2021
605,Haibane Renmei,7.97,TV (13 eps),Oct 2002 - Dec 2002
606,Haikyuu!! Movie 1: Owari to Hajimari,7.97,Movie (1 eps),Jul 2015 - Jul 2015
607,IDOLiSH7 Vibrato,7.97,ONA (8 eps),Feb 2018 - Mar 2019
608,Mahou Shoujo Lyrical Nanoha A's,7.97,TV (13 eps),Oct 2005 - Dec 2005
609,Naruto,7.97,TV (220 eps),Oct 2002 - Feb 2007
610,Promare,7.97,Movie (1 eps),May 2019 - May 2019
611,Saint Seiya: The Lost Canvas - Meiou Shinwa,7.97,OVA (13 eps),Jun 2009 - Apr 2010
612,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,7.97,OVA (7 eps),Apr 2008 - Jan 2009
613,Wan Sheng Jie,7.97,ONA (12 eps),Apr 2020 - May 2020
614,Youjo Senki,7.97,TV (12 eps),Jan 2017 - Mar 2017
615,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.97,Special (1 eps),May 2017 - May 2017
616,Macross: Do You Remember Love?,7.96,Movie (1 eps),Jul 1984 - Jul 1984
617,Mawaru Penguindrum,7.96,TV (24 eps),Jul 2011 - Dec 2011
618,Noragami,7.96,TV (12 eps),Jan 2014 - Mar 2014
619,One Piece Film: Strong World Episode 0,7.96,OVA (1 eps),Apr 2010 - Apr 2010
620,Osomatsu-san,7.96,TV (25 eps),Oct 2015 - Mar 2016
621,Phantom: Requiem for the Phantom,7.96,TV (26 eps),Apr 2009 - Sep 2009
622,Quanzhi Gaoshou 2,7.96,ONA (12 eps),Sep 2020 - Dec 2020
623,Tekkon Kinkreet,7.96,Movie (1 eps),Dec 2006 - Dec 2006
624,Detective Conan Movie 25: Halloween no Hanayome,7.96,Movie (1 eps),Apr 2022 - Apr 2022
625,Dragon Ball,7.96,TV (153 eps),Feb 1986 - Apr 1989
626,Hokuto no Ken,7.96,TV (109 eps),Oct 1984 - Mar 1987
627,Hyouge Mono,7.96,TV (39 eps),Apr 2011 - Jan 2012
628,Kanon (2006),7.96,TV (24 eps),Oct 2006 - Mar 2007
629,Kingdom,7.96,TV (38 eps),Jun 2012 - Feb 2013
630,Kobato.,7.96,TV (24 eps),Oct 2009 - Mar 2010
631,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,7.95,Movie (1 eps),Aug 2017 - Aug 2017
632,Girls & Panzer: Saishuushou Part 1,7.95,Movie (1 eps),Dec 2017 - Dec 2017
633,Hikaru no Go: Hokuto Hai e no Michi,7.95,Special (1 eps),Jan 2004 - Jan 2004
634,Kindaichi Shounen no Jikenbo,7.95,TV (148 eps),Apr 1997 - Sep 2000
635,Kokoro Connect: Michi Random,7.95,Special (4 eps),Nov 2012 - Dec 2012
636,Kurenai no Buta,7.95,Movie (1 eps),Jul 1992 - Jul 1992
637,Macross F Movie 2: Sayonara no Tsubasa,7.95,Movie (1 eps),Feb 2011 - Feb 2011
638,Nurarihyon no Mago: Sennen Makyou,7.95,TV (24 eps),Jul 2011 - Dec 2011
639,Takarajima,7.95,TV (26 eps),Oct 1978 - Apr 1979
640,Usagi Drop Specials,7.95,Special (4 eps),Oct 2011 - Jan 2012
641,Wotaku ni Koi wa Muzukashii,7.95,TV (11 eps),Apr 2018 - Jun 2018
642,Yowamushi Pedal,7.95,TV (38 eps),Oct 2013 - Jul 2014
643,Mobile Suit Gundam 0080: War in the Pocket,7.94,OVA (6 eps),Mar 1989 - Aug 1989
644,Mobile Suit Gundam Thunderbolt,7.94,ONA (4 eps),Dec 2015 - Apr 2016
645,Mobile Suit Gundam Thunderbolt: December Sky,7.94,Movie (1 eps),Jun 2016 - Jun 2016
646,Nekomonogatari: Kuro,7.94,TV (4 eps),Dec 2012 - Dec 2012
647,Non Non Biyori,7.94,TV (12 eps),Oct 2013 - Dec 2013
648,Trigun: Badlands Rumble,7.94,Movie (1 eps),Apr 2010 - Apr 2010
649,Wotaku ni Koi wa Muzukashii OVA,7.94,OVA (3 eps),Mar 2019 - Oct 2021
650,xxxHOLiC Movie: Manatsu no Yoru no Yume,7.94,Movie (1 eps),Aug 2005 - Aug 2005
651,Bishoujo Senshi Sailor Moon: Sailor Stars,7.94,TV (34 eps),Mar 1996 - Feb 1997
652,Boku no Hero Academia 4th Season,7.94,TV (25 eps),Oct 2019 - Apr 2020
653,Bungou Stray Dogs Wan!,7.94,TV (12 eps),Jan 2021 - Mar 2021
654,Clannad: Mou Hitotsu no Sekai, Tomoyo-hen,7.94,Special (1 eps),Jul 2008 - Jul 2008
655,Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.94,TV (21 eps),Oct 2019 - Mar 2020
656,Full Moon wo Sagashite,7.94,TV (52 eps),Apr 2002 - Mar 2003
657,Gochuumon wa Usagi Desu ka? Bloom,7.94,TV (12 eps),Oct 2020 - Dec 2020
658,Hanamonogatari,7.94,TV (5 eps),Aug 2014 - Aug 2014
659,Kidou Keisatsu Patlabor 2 the Movie,7.94,Movie (1 eps),Aug 1993 - Aug 1993
660,Kimi to Boku. 2,7.94,TV (13 eps),Apr 2012 - Jun 2012
661,Log Horizon,7.94,TV (25 eps),Oct 2013 - Mar 2014
662,Boku no Hero Academia,7.93,TV (13 eps),Apr 2016 - Jun 2016
663,Dance Dance Danseur,7.93,TV (11 eps),Apr 2022 - Jun 2022
664,Darker than Black: Kuro no Keiyakusha Gaiden,7.93,Special (4 eps),Jan 2010 - Jul 2010
665,Full Metal Panic! The Second Raid,7.93,TV (13 eps),Jul 2005 - Oct 2005
666,Hidamari Sketch x Honeycomb,7.93,TV (12 eps),Oct 2012 - Dec 2012
667,Kuuchuu Buranko,7.93,TV (11 eps),Oct 2009 - Dec 2009
668,Love Live! The School Idol Movie,7.93,Movie (1 eps),Jun 2015 - Jun 2015
669,Overlord III,7.93,TV (13 eps),Jul 2018 - Oct 2018
670,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,7.93,OVA (1 eps),Feb 2013 - Feb 2013
671,Tamako Love Story,7.93,Movie (1 eps),Apr 2014 - Apr 2014
672,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.93,TV (26 eps),Oct 2005 - Mar 2006
673,Zetsuen no Tempest,7.93,TV (24 eps),Oct 2012 - Mar 2013
674,Overlord,7.92,TV (13 eps),Jul 2015 - Sep 2015
675,Plastic Memories,7.92,TV (13 eps),Apr 2015 - Jun 2015
676,Umibe no Étranger,7.92,Movie (1 eps),Sep 2020 - Sep 2020
677,Yakitate!! Japan,7.92,TV (69 eps),Oct 2004 - Mar 2006
678,Yuru Yuri San☆Hai!,7.92,TV (12 eps),Oct 2015 - Dec 2015
679,Cike Wu Liuqi,7.92,ONA (10 eps),Apr 2018 - Jun 2018
680,City Hunter,7.92,TV (51 eps),Apr 1987 - Mar 1988
681,Code Geass: Fukkatsu no Lelouch,7.92,Movie (1 eps),Feb 2019 - Feb 2019
682,Detective Conan OVA 09: The Stranger in 10 Years...,7.92,OVA (1 eps),Jun 2009 - Jun 2009
683,Douluo Dalu: Chongfan Haotian,7.92,ONA (13 eps),Aug 2021 - Nov 2021
684,Eyeshield 21,7.92,TV (145 eps),Apr 2005 - Mar 2008
685,Final Fantasy VII: Advent Children Complete,7.92,OVA (1 eps),Apr 2009 - Apr 2009
686,Hanasaku Iroha,7.92,TV (26 eps),Apr 2011 - Sep 2011
687,Macross,7.92,TV (36 eps),Oct 1982 - Jun 1983
688,Bungou Stray Dogs: Dead Apple,7.91,Movie (1 eps),Mar 2018 - Mar 2018
689,Date A Live II: Kurumi Star Festival,7.91,OVA (1 eps),Dec 2014 - Dec 2014
690,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,7.91,TV (? eps),Jul 2022 -
691,Ergo Proxy,7.91,TV (23 eps),Feb 2006 - Aug 2006
692,Gake no Ue no Ponyo,7.91,Movie (1 eps),Jul 2008 - Jul 2008
693,Ie Naki Ko Remy,7.91,TV (23 eps),Sep 1996 - Mar 1997
694,JoJo no Kimyou na Bouken (TV),7.91,TV (26 eps),Oct 2012 - Apr 2013
695,Jormungand: Perfect Order,7.91,TV (12 eps),Oct 2012 - Dec 2012
696,Kaleido Star,7.91,TV (51 eps),Apr 2003 - Mar 2004
697,Kono Oto Tomare!,7.91,TV (13 eps),Apr 2019 - Jun 2019
698,Kotonoha no Niwa,7.91,Movie (1 eps),May 2013 - May 2013
699,Lupin III (2015),7.91,TV (24 eps),Oct 2015 - Mar 2016
700,Marine Shukkou!!,7.91,Music (1 eps),Apr 2022 - Apr 2022
701,One Piece Film: Gold,7.91,Movie (1 eps),Jul 2016 - Jul 2016
702,Ore Monogatari!!,7.91,TV (24 eps),Apr 2015 - Sep 2015
703,Quanzhi Gaoshou,7.91,ONA (12 eps),Apr 2017 - Jun 2017
704,Sakigake!! Cromartie Koukou,7.91,TV (26 eps),Oct 2003 - Mar 2004
705,Shadows House 2nd Season,7.91,TV (12 eps),Jul 2022 -
706,Shirokuma Cafe,7.91,TV (50 eps),Apr 2012 - Mar 2013
707,Tonikaku Kawaii,7.91,TV (12 eps),Oct 2020 - Dec 2020
708,Ushio to Tora (TV) 2nd Season,7.91,TV (13 eps),Apr 2016 - Jun 2016
709,Vanitas no Karte,7.91,TV (12 eps),Jul 2021 - Sep 2021
710,Yagate Kimi ni Naru,7.91,TV (13 eps),Oct 2018 - Dec 2018
711,Yuri!!! on Ice,7.91,TV (12 eps),Oct 2016 - Dec 2016
712,Zoku Sayonara Zetsubou Sensei,7.91,TV (13 eps),Jan 2008 - Mar 2008
713,Macross F,7.90,TV (25 eps),Apr 2008 - Sep 2008
714,Ookiku Furikabutte,7.90,TV (25 eps),Apr 2007 - Sep 2007
715,Saiunkoku Monogatari,7.90,TV (39 eps),Apr 2006 - Feb 2007
716,School Rumble,7.90,TV (26 eps),Oct 2004 - Mar 2005
717,Shijou Saikyou no Deshi Kenichi OVA,7.90,OVA (11 eps),Mar 2012 - May 2014
718,Tennis no Ouji-sama: Zenkoku Taikai-hen,7.90,OVA (13 eps),Mar 2006 - Mar 2007
719,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,7.90,OVA (6 eps),Jun 2007 - Jan 2008
720,Vampire Hunter D (2000),7.90,Movie (1 eps),Aug 2000 - Aug 2000
721,Aria the Avvenire,7.90,Special (3 eps),Sep 2015 - Sep 2015
722,Death Billiards,7.90,Movie (1 eps),Mar 2013 - Mar 2013
723,Drifters,7.90,TV (12 eps),Oct 2016 - Dec 2016
724,ef: A Tale of Memories.,7.90,TV (12 eps),Oct 2007 - Dec 2007
725,Free! Eternal Summer: Kindan no All Hard!,7.90,Special (1 eps),Mar 2015 - Mar 2015
726,Gakuen Babysitters,7.90,TV (12 eps),Jan 2018 - Mar 2018
727,Hidamari Sketch x ☆☆☆,7.90,TV (12 eps),Jan 2010 - Mar 2010
728,Higurashi no Naku Koro ni,7.90,TV (26 eps),Apr 2006 - Sep 2006
729,Jigoku Shoujo Futakomori,7.90,TV (26 eps),Oct 2006 - Apr 2007
730,Machikado Mazoku: 2-choume,7.90,TV (12 eps),Apr 2022 - Jul 2022
731,Carole & Tuesday,7.89,TV (24 eps),Apr 2019 - Oct 2019
732,Code Geass: Hangyaku no Lelouch I - Koudou,7.89,Movie (1 eps),Oct 2017 - Oct 2017
733,Fate/Grand Carnival,7.89,OVA (4 eps),Dec 2020 - Oct 2021
734,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,7.89,Movie (1 eps),Feb 1988 - Feb 1988
735,Ginga Sengoku Gunyuuden Rai,7.89,TV (52 eps),Apr 1994 - Mar 1995
736,Initial D Third Stage,7.89,Movie (1 eps),Jan 2001 - Jan 2001
737,Kami nomi zo Shiru Sekai II,7.89,TV (12 eps),Apr 2011 - Jun 2011
738,Karigurashi no Arrietty,7.89,Movie (1 eps),Jul 2010 - Jul 2010
739,Megalo Box,7.89,TV (13 eps),Apr 2018 - Jun 2018
740,Mobile Suit Zeta Gundam,7.89,TV (50 eps),Mar 1985 - Feb 1986
741,Sekaiichi Hatsukoi OVA,7.89,OVA (2 eps),Mar 2011 - Sep 2011
742,Terra e... (TV),7.89,TV (24 eps),Apr 2007 - Sep 2007
743,Mahou Shoujo Lyrical Nanoha: The Movie 1st,7.88,Movie (1 eps),Jan 2010 - Jan 2010
744,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,7.88,Special (1 eps),Aug 2017 - Aug 2017
745,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,7.88,OVA (1 eps),Apr 2009 - Apr 2009
746,Osomatsu-san Movie,7.88,Movie (1 eps),Mar 2019 - Mar 2019
747,Space☆Dandy,7.88,TV (13 eps),Jan 2014 - Mar 2014
748,Wu Shan Wu Xing (2020),7.88,ONA (3 eps),Jul 2020 - Aug 2020
749,Zan Sayonara Zetsubou Sensei,7.88,TV (13 eps),Jul 2009 - Sep 2009
750,Carnival Phantasm,7.88,OVA (12 eps),Aug 2011 - Dec 2011
751,Detective Conan Movie 02: The Fourteenth Target,7.88,Movie (1 eps),Apr 1998 - Apr 1998
752,Hoozuki no Reitetsu 2nd Season,7.88,TV (13 eps),Oct 2017 - Dec 2017
753,Inochi no Tabekata,7.88,Music (1 eps),May 2020 - May 2020
754,Les Misérables: Shoujo Cosette,7.88,TV (52 eps),Jan 2007 - Dec 2007
755,Beastars,7.87,TV (12 eps),Oct 2019 - Dec 2019
756,Beelzebub,7.87,TV (60 eps),Jan 2011 - Mar 2012
757,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,7.87,Movie (1 eps),Jun 2012 - Jun 2012
758,Bishoujo Senshi Sailor Moon S,7.87,TV (38 eps),Mar 1994 - Feb 1995
759,Bleach,7.87,TV (366 eps),Oct 2004 - Mar 2012
760,Densetsu Kyojin Ideon: Hatsudou-hen,7.87,Movie (1 eps),Jul 1982 - Jul 1982
761,Dramaturgy,7.87,Music (1 eps),Oct 2017 - Oct 2017
762,High☆Speed! Movie: Free! Starting Days,7.87,Movie (1 eps),Dec 2015 - Dec 2015
763,Lupin III vs. Detective Conan: The Movie,7.87,Movie (1 eps),Dec 2013 - Dec 2013
764,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,7.87,Special (1 eps),Aug 2014 - Aug 2014
765,Princess Connect! Re:Dive Season 2,7.87,TV (12 eps),Jan 2022 - Mar 2022
766,Sayonara Zetsubou Sensei,7.87,TV (12 eps),Jul 2007 - Sep 2007
767,Seitokai Yakuindomo* OVA,7.87,OVA (10 eps),May 2014 - Sep 2020
768,Sekaiichi Hatsukoi 2,7.87,TV (12 eps),Oct 2011 - Dec 2011
769,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,7.87,Movie (1 eps),Mar 2014 - Mar 2014
770,Summer Ghost,7.87,Movie (1 eps),Nov 2021 - Nov 2021
771,Tennis no Ouji-sama,7.87,TV (178 eps),Oct 2001 - Mar 2005
772,Tiger & Bunny,7.87,TV (25 eps),Apr 2011 - Sep 2011
773,Top wo Nerae! Gunbuster,7.87,OVA (6 eps),Oct 1988 - Jul 1989
774,Magic Kaito 1412,7.86,TV (24 eps),Oct 2014 - Mar 2015
775,Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,7.86,OVA (3 eps),Sep 2021 - Sep 2022
776,Musekinin Kanchou Tylor,7.86,TV (26 eps),Jan 1993 - Jul 1993
777,Noragami Aragoto OVA,7.86,OVA (2 eps),Nov 2015 - Mar 2016
778,Shingeki no Kyojin OVA,7.86,OVA (3 eps),Dec 2013 - Aug 2014
779,Tentai Senshi Sunred 2nd Season,7.86,TV (26 eps),Oct 2009 - Mar 2010
780,There She Is!!,7.86,ONA (5 eps),Apr 2003 - Dec 2008
781,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),7.86,TV (12 eps),Jul 2017 - Sep 2017
782,Yuru Yuri Nachuyachumi!,7.86,OVA (1 eps),Feb 2015 - Feb 2015
783,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,7.86,Movie (1 eps),Aug 2013 - Aug 2013
784,Douluo Dalu,7.86,ONA (26 eps),Jan 2018 - Jul 2018
785,Durarara!! Specials,7.86,Special (2 eps),Aug 2010 - Feb 2011
786,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,7.86,Movie (1 eps),Jul 2021 - Jul 2021
787,Golden Kamuy,7.86,TV (12 eps),Apr 2018 - Jun 2018
788,Hanasaku Iroha Movie: Home Sweet Home,7.86,Movie (1 eps),Mar 2013 - Mar 2013
789,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna,7.86,Special (1 eps),Mar 2015 - Mar 2015
790,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,7.86,Movie (1 eps),Feb 2017 - Feb 2017
791,Blue Period,7.85,TV (12 eps),Oct 2021 - Dec 2021
792,Detective Conan Movie 01: The Timed Skyscraper,7.85,Movie (1 eps),Apr 1997 - Apr 1997
793,Detective Conan Movie 23: The Fist of Blue Sapphire,7.85,Movie (1 eps),Apr 2019 - Apr 2019
794,Flanders no Inu (Movie),7.85,Movie (1 eps),Mar 1997 - Mar 1997
795,Gekkan Shoujo Nozaki-kun,7.85,TV (12 eps),Jul 2014 - Sep 2014
796,Grisaia no Meikyuu: Caprice no Mayu 0,7.85,Special (1 eps),Apr 2015 - Apr 2015
797,Hoozuki no Reitetsu 2nd Season: Sono Ni,7.85,TV (13 eps),Apr 2018 - Jul 2018
798,Hoozuki no Reitetsu OVA,7.85,OVA (4 eps),Feb 2015 - Mar 2017
799,Id:Invaded,7.85,TV (13 eps),Jan 2020 - Mar 2020
800,InuYasha,7.85,TV (167 eps),Oct 2000 - Sep 2004
801,Jibaku Shounen Hanako-kun,7.85,TV (12 eps),Jan 2020 - Mar 2020
802,K-On!,7.85,TV (13 eps),Apr 2009 - Jun 2009
803,K-On!!: Keikaku!,7.85,Special (1 eps),Mar 2011 - Mar 2011
804,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.85,OVA (1 eps),Dec 2005 - Dec 2005
805,Kara no Kyoukai Movie 4: Garan no Dou,7.85,Movie (1 eps),May 2008 - May 2008
806,Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon Desu,7.85,Special (1 eps),Jan 2022 - Jan 2022
807,Kokoro ga Sakebitagatterunda.,7.85,Movie (1 eps),Sep 2015 - Sep 2015
808,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,7.85,OVA (1 eps),Jun 2016 - Jun 2016
809,Magi: Sinbad no Bouken (TV),7.85,TV (13 eps),Apr 2016 - Jul 2016
810,Mobile Suit Gundam: Hathaway's Flash,7.85,Movie (1 eps),Jun 2021 - Jun 2021
811,Non Non Biyori Repeat: Hotaru ga Tanoshinda,7.85,OVA (1 eps),Sep 2016 - Sep 2016
812,Paradise Kiss,7.85,TV (12 eps),Oct 2005 - Dec 2005
813,Seihou Bukyou Outlaw Star,7.85,TV (24 eps),Jan 1998 - Jun 1998
814,Tanaka-kun wa Itsumo Kedaruge,7.85,TV (12 eps),Apr 2016 - Jun 2016
815,Uchouten Kazoku,7.85,TV (13 eps),Jul 2013 - Sep 2013
816,Yi Nian Yong Heng,7.85,ONA (52 eps),Aug 2020 - Jul 2021
817,Michiko to Hatchin,7.84,TV (22 eps),Oct 2008 - Mar 2009
818,New Initial D Movie: Legend 3 - Mugen,7.84,Movie (1 eps),Feb 2016 - Feb 2016
819,Seitokai Yakuindomo Movie,7.84,Movie (1 eps),Jul 2017 - Jul 2017
820,Seto no Hanayome OVA,7.84,OVA (2 eps),Nov 2008 - Jan 2009
821,Soul Eater,7.84,TV (51 eps),Apr 2008 - Mar 2009
822,Suzumiya Haruhi no Yuuutsu,7.84,TV (14 eps),Apr 2006 - Jul 2006
823,Tunshi Xingkong 2nd Season,7.84,ONA (52 eps),Dec 2021 -
824,Urusei Yatsura 2: Beautiful Dreamer,7.84,Movie (1 eps),Feb 1984 - Feb 1984
825,Wan Sheng Jie 3,7.84,ONA (12 eps),Jan 2022 - Apr 2022
826,Yume-iro Pâtissière,7.84,TV (50 eps),Oct 2009 - Sep 2010
827,Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,7.84,Movie (1 eps),Oct 2015 - Oct 2015
828,Beastars 2nd Season,7.84,TV (12 eps),Jan 2021 - Mar 2021
829,Break Blade Movie 4: Sanka no Chi,7.84,Movie (1 eps),Oct 2010 - Oct 2010
830,Date A Live IV,7.84,TV (12 eps),Apr 2022 - Jun 2022
831,Detective Conan Movie 22: Zero the Enforcer,7.84,Movie (1 eps),Apr 2018 - Apr 2018
832,Douluo Dalu: Xiaowu Fuhuo,7.84,ONA (13 eps),Nov 2021 - Feb 2022
833,Gungrave,7.84,TV (26 eps),Oct 2003 - Mar 2004
834,Ie Naki Ko,7.84,TV (51 eps),Oct 1977 - Oct 1978
835,K-On!: Live House!,7.84,Special (1 eps),Jan 2010 - Jan 2010
836,91 Days,7.83,TV (12 eps),Jul 2016 - Oct 2016
837,Aggressive Retsuko (ONA) 3rd Season,7.83,ONA (10 eps),Aug 2020 - Aug 2020
838,Capeta,7.83,TV (52 eps),Oct 2005 - Sep 2006
839,Danshi Koukousei no Nichijou Specials,7.83,Special (6 eps),Apr 2012 - Sep 2012
840,Eikoku Koi Monogatari Emma: Molders-hen,7.83,TV (12 eps),Apr 2007 - Jul 2007
841,Haikyuu!! (OVA),7.83,OVA (10 eps),Mar 2020 - Mar 2020
842,Igano Kabamaru,7.83,TV (24 eps),Oct 1983 - Mar 1984
843,Mahoujin Guruguru (2017),7.83,TV (24 eps),Jul 2017 - Dec 2017
844,Oniisama e...,7.83,TV (39 eps),Jul 1991 - May 1992
