Rank,Title,Score,Episodes,Airing
7708,Yoshinaga-san'chi no Gargoyle Specials,6.27,Special (5 eps),Jul 2006 - Nov 2006
7709,Yurei Deco,6.27,TV (12 eps),Jul 2022 -
7710,Zoo: Hidamari no Shi,6.27,Movie (1 eps),Mar 2005 - Mar 2005
7711,Akogare Ranraran,6.27,Music (1 eps),Mar 2021 - Mar 2021
7712,Arata naru Sekai: World's/Start/Load/End,6.27,OVA (1 eps),Oct 2012 - Oct 2012
7713,Ashita e Attack!,6.27,TV (23 eps),Apr 1977 - Sep 1977
7714,Asobi ni Iku yo!: Asobi ni Oide - Owari,6.27,Special (1 eps),Jun 2011 - Jun 2011
7715,Boukensha: The Man Was from Spain,6.27,TV (26 eps),Nov 1992 - Mar 1993
7716,Captain Tsubasa Special,6.27,Special (1 eps),Nov 2019 - Nov 2019
7717,Cinderella Girls Gekijou: Extra Stage,6.27,ONA (48 eps),Mar 2020 - Apr 2021
7718,Da Wang Bu Gaoxing,6.27,ONA (12 eps),Jan 2020 - Mar 2020
7719,Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,6.27,Movie (1 eps),Jul 1981 - Jul 1981
7720,Examurai Sengoku,6.27,TV (24 eps),Jan 2009 - Jun 2009
7721,Fire Emblem Heroes Book III Movie：Cohort of the Dead,6.27,Special (1 eps),Jul 2019 - Jul 2019
7722,Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki,6.27,Special (1 eps),Oct 2016 - Oct 2016
7723,Future GPX Cyber Formula Graffiti,6.27,OVA (1 eps),Aug 1992 - Aug 1992
7724,Galactic Patrol Lensman,6.27,TV (25 eps),Oct 1984 - Mar 1985
7725,Ganbare! Kickers Specials,6.27,Special (3 eps),Jan 1988 - Jan 1988
7726,Geobreeders: File-X Chibi Neko Dakkan,6.27,OVA (3 eps),May 1998 - Oct 1998
7727,Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,6.27,Movie (1 eps),Jun 2006 - Jun 2006
7728,Guskou Budori no Denki (2012),6.27,Movie (1 eps),Jul 2012 - Jul 2012
7729,Hakkoutai Solar Cycle,6.27,Music (1 eps),Mar 2022 - Mar 2022
7730,Honey Honey no Suteki na Bouken,6.27,TV (29 eps),Oct 1981 - May 1982
7731,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,6.27,TV (12 eps),Jul 2017 - Sep 2017
7732,Kaitou Lupin: 813 no Nazo,6.27,Special (1 eps),May 1979 - May 1979
7733,Kenja no Deshi wo Nanoru Kenja,6.27,TV (12 eps),Jan 2022 - Mar 2022
7734,Kinnikuman (Movie),6.27,Movie (1 eps),Jul 1984 - Jul 1984
7735,Kishin Heidan,6.27,OVA (7 eps),Mar 1993 - Aug 1994
7736,Kite Liberator,6.27,OVA (1 eps),Mar 2008 - Mar 2008
7737,Koi Tsubomi,6.27,Music (1 eps),Feb 2006 - Feb 2006
7738,Koukaku Kidoutai Arise [.jp],6.27,Special (1 eps),Nov 2013 - Nov 2013
7739,Koutetsu Tenshi Kurumi 2,6.27,TV (12 eps),Apr 2001 - Jun 2001
7740,Loups=Garous,6.27,Movie (1 eps),Aug 2010 - Aug 2010
7741,Love All Play,6.27,TV (24 eps),Apr 2022 -
7742,Arcana Famiglia,6.26,TV (12 eps),Jul 2012 - Sep 2012
7743,Attack No.1 (1970),6.26,Movie (1 eps),Mar 1970 - Mar 1970
7744,Bakukyuu Renpatsu!! Super B-Daman,6.26,TV (18 eps),Jan 1999 - Sep 1999
7745,Bubuki Buranki,6.26,TV (12 eps),Jan 2016 - Mar 2016
7746,Cookin' Idol Ai! Mai! Main!,6.26,TV (305 eps),Mar 2009 - Mar 2013
7747,Da Wang Bu Gaoxing 2,6.26,ONA (12 eps),Jul 2020 - Sep 2020
7748,Denkou Chou Tokkyuu Hikarian,6.26,TV (52 eps),Apr 2002 - Mar 2003
7749,Eureka Seven AO: Jungfrau no Hanabana-tachi,6.26,OVA (1 eps),Sep 2012 - Sep 2012
7750,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,6.26,Movie (1 eps),Dec 1992 - Dec 1992
7751,Helen Keller Monogatari: Ai to Hikari no Tenshi,6.26,Movie (1 eps),May 1981 - May 1981
7752,High School Mystery: Gakuen Nanafushigi,6.26,TV (41 eps),Apr 1991 - Mar 1992
7753,Houkago Midnighters,6.26,Movie (1 eps),Aug 2012 - Aug 2012
7754,Ichiban Chikakute Tooi Hoshi,6.26,ONA (1 eps),Aug 2021 - Aug 2021
7755,Isuca: Gokuraku,6.26,OVA (1 eps),Aug 2015 - Aug 2015
7756,Kimi ga Inakucha!,6.26,Music (1 eps),Oct 2018 - Oct 2018
7757,Kyouryuu Shoujo Gauko,6.26,ONA (20 eps),Nov 2019 - Nov 2019
7758,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,6.26,Special (? eps),Sep 2016 -
7759,Meganebu!,6.26,TV (12 eps),Oct 2013 - Dec 2013
7760,Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,6.26,ONA (1 eps),Dec 2016 - Dec 2016
7761,Nanocore 2nd Season,6.26,ONA (10 eps),Apr 2016 - Oct 2016
7762,Neko Hiki no Oruorane,6.26,OVA (1 eps),Nov 1992 - Nov 1992
7763,New Dream Hunter Rem: Setsuriku no Mudenmekyu,6.26,OVA (1 eps),Dec 1992 - Dec 1992
7764,Odd Taxi Movie: In the Woods,6.26,Movie (1 eps),Apr 2022 - Apr 2022
7765,Pokemon: Pikachu no Kirakira Daisousaku!,6.26,Special (1 eps),Aug 2009 - Aug 2009
7766,Pure-tou no Nakama-tachi,6.26,TV (26 eps),Jul 1983 - Dec 1983
7767,Rinne no Lagrange Season 2 Specials,6.26,Special (6 eps),Sep 2012 - Feb 2013
7768,Saint Seiya Omega,6.26,TV (97 eps),Apr 2012 - Mar 2014
7769,Sakura Taisen: New York,6.26,OVA (6 eps),Apr 2007 - Aug 2007
7770,Samurai Noodles: The Originator,6.26,ONA (1 eps),Jul 2016 - Jul 2016
7771,Sangokushi (1985),6.26,Special (1 eps),Mar 1985 - Mar 1985
7772,Seikai no Senki II Special,6.26,Special (1 eps),Jul 2005 - Jul 2005
7773,Sekkou Boys,6.26,TV (12 eps),Jan 2016 - Mar 2016
7774,Shadowverse Flame,6.26,TV (? eps),Apr 2022 -
7775,Shin Kyojin no Hoshi,6.26,TV (52 eps),Oct 1977 - Sep 1978
7776,Shiranpuri (Movie),6.26,Special (1 eps),Mar 2012 - Mar 2012
7777,Shoujo☆Conto All Starlight,6.26,ONA (26 eps),Jul 2019 - Dec 2019
7778,Shounen Sunday CM: InuYasha-hen,6.27,Special (2 eps),Nov 1996 - Oct 2000
7779,Silent Möbius: The Motion Picture,6.26,Movie (1 eps),Aug 1991 - Aug 1991
7780,Sister Princess: Re Pure,6.26,TV (13 eps),Oct 2002 - Dec 2002
7781,Submarine 707R,6.26,OVA (2 eps),Sep 2003 - Apr 2004
7782,Teppen!!!!!!!!!!!!!!!,6.26,TV (? eps),Jul 2022 -
7783,The☆Doraemons: Goal! Goal! Goal!!,6.26,Movie (1 eps),Mar 2002 - Mar 2002
7784,Toshi wo Totta Wani,6.26,Movie (1 eps),Mar 2005 - Mar 2005
7785,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,6.26,OVA (1 eps),Dec 2004 - Dec 2004
7786,Under the Dog,6.26,OVA (1 eps),Aug 2016 - Aug 2016
7787,Wake Up, Girls! Deai no Kiroku: A Brief Recording,6.26,OVA (1 eps),Dec 2013 - Dec 2013
7788,Yatogame-chan Kansatsu Nikki,6.26,TV (12 eps),Apr 2019 - Jun 2019
7789,Mahou no Tenshi Creamy Mami: Eien no Once More,6.25,OVA (1 eps),Oct 1984 - Oct 1984
7790,Majokko Tickle,6.25,TV (45 eps),Mar 1978 - Jan 1979
7791,McDull: Gushi,6.25,Movie (1 eps),Dec 2001 - Dec 2001
7792,Mirai no Watashi,6.25,ONA (2 eps),Mar 2016 - Apr 2017
7793,Monster Hunter Stories: Ride On,6.25,TV (75 eps),Oct 2016 - Apr 2018
7794,Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,6.25,Special (1 eps),Nov 2012 - Nov 2012
7795,Neko Neko Nihonshi 2nd Season,6.25,TV (32 eps),Apr 2017 - Feb 2018
7796,Neo-Neon,6.25,Music (1 eps),Nov 2020 - Nov 2020
7797,Ningyohime Marina no Bouken,6.25,TV (26 eps),Feb 1991 - Jul 1991
7798,Omoide wa Kireide,6.25,Music (1 eps),Jun 2018 - Jun 2018
7799,One Piece: Barto no Himitsu no Heya!,6.25,Special (2 eps),Dec 2021 - May 2022
7800,Persona 2: Another Self,6.25,Special (1 eps),Jun 2000 - Jun 2000
7801,Pokemon: Pikachu no Natsumatsuri,6.25,Special (1 eps),Aug 2004 - Aug 2004
7802,Princess Connect!,6.25,ONA (3 eps),Mar 2015 - Jul 2017
7803,Qin Shi Ming Yue 3D: Dianying Longteng Wanli,6.25,Movie (1 eps),Aug 2014 - Aug 2014
7804,Renshenguo,6.25,Movie (1 eps),1981 - 1981
7805,Saiyuuki,6.25,Movie (1 eps),Aug 1960 - Aug 1960
7806,Sangokushi II: Amakakeru Otoko-tachi,6.25,Special (1 eps),Aug 1986 - Aug 1986
7807,Sasurai no Shoujo Nell,6.25,TV (26 eps),Oct 1979 - Apr 1980
7808,Schick x Evangelion,6.25,Special (2 eps),May 2015 - May 2015
7809,Sengoku Night Blood: Ongaku Dai Tokushuu,6.25,Special (1 eps),Nov 2017 - Nov 2017
7810,Shijou Saikyou no Daimaou, Murabito A ni Tensei suru,6.25,TV (12 eps),Apr 2022 - Jun 2022
7811,Souten no Ken Specials,6.25,Special (4 eps),May 2007 - Jun 2007
7812,Suteki na Okurimono,6.25,ONA (1 eps),Jun 2019 - Jun 2019
7813,Sword Art Online Fatal Bullet: The Third Episode,6.25,Special (1 eps),Mar 2018 - Mar 2018
7814,Togainu no Chi,6.25,TV (12 eps),Oct 2010 - Dec 2010
7815,Tongari Boushi no Memole: Marielle no Housekibako,6.25,OVA (1 eps),Mar 1985 - Mar 1985
7816,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,6.25,OVA (1 eps),Mar 2004 - Mar 2004
7817,Watashi no Ashinaga Ojisan Specials,6.25,Special (2 eps),May 2001 - May 2001
7818,We are Bulletproof: The Eternal,6.25,Music (1 eps),Jun 2020 - Jun 2020
7819,Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,6.25,TV (63 eps),Dec 2019 - Apr 2021
7820,12-sai.,6.25,OVA (8 eps),Apr 2014 - Jan 2015
7821,A-ra-shi: Reborn,6.25,Music (1 eps),Jan 2020 - Jan 2020
7822,AD Police,6.25,OVA (3 eps),May 1990 - Nov 1990
7823,Anata wo Zutto Aishiteru,6.25,Movie (1 eps),Jun 2015 - Jun 2015
7824,Andersen Monogatari (TV),6.25,TV (52 eps),Jan 1971 - Dec 1971
7825,Arve Rezzle: Kikaijikake no Yousei-tachi,6.25,Movie (1 eps),Mar 2013 - Mar 2013
7826,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,6.25,TV (10 eps),Oct 2017 - Dec 2017
7827,Bucchigire!,6.25,TV (12 eps),Jul 2022 -
7828,Chocolat no Mahou,6.25,OVA (13 eps),Mar 2011 - Jan 2013
7829,Code Geass: Soubou no Oz Picture Drama,6.25,OVA (5 eps),Jan 2013 - Jan 2013
7830,Cosmos Trailer,6.25,ONA (1 eps),Jun 2019 - Jun 2019
7831,Dog Days'': Gravure Talk,6.25,Special (4 eps),Aug 2015 - Aug 2015
7832,Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,6.25,Movie (1 eps),Jan 2008 - Jan 2008
7833,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,6.25,Special (1 eps),Nov 2013 - Nov 2013
7834,Ikuta no Kita,6.25,Movie (1 eps),Nov 2021 - Nov 2021
7835,Infini-T Force Movie: Gatchaman - Saraba Tomo yo,6.25,Movie (1 eps),Feb 2018 - Feb 2018
7836,Jue Ming Xiang Ying,6.25,ONA (30 eps),Jun 2019 - Dec 2019
7837,Kappa no Kaikata,6.25,TV (26 eps),Oct 2004 - Apr 2005
7838,Ketsuekigata-kun! 4,6.25,TV (12 eps),Jan 2016 - Mar 2016
7839,Kinnikuman: New York Kiki Ippatsu!,6.25,Movie (1 eps),Mar 1986 - Mar 1986
7840,Komori-san wa Kotowarenai!,6.25,TV (12 eps),Oct 2015 - Dec 2015
7841,Konohakaseki no Natsu,6.25,Movie (1 eps),Jan 2014 - Jan 2014
7842,Kujibiki♥Unbalance,6.25,TV (12 eps),Oct 2006 - Dec 2006
7843,Ai no Wakakusa Monogatari Specials,6.24,Special (2 eps),2001 - 2001
7844,Anime TV de Hakken! Tamagotchi,6.24,TV (27 eps),Jul 1997 - Mar 1998
7845,Anpanman to Hajimeyou! Iro, Kazu, Katachi Wakaru ka na Iro, Katachi,6.24,Special (1 eps),Jul 2006 - Jul 2006
7846,Beyblade Burst Dynamite Battle,6.24,ONA (52 eps),Apr 2021 - Mar 2022
7847,Bobobo-bo Bo-bobo Recap,6.24,Special (1 eps),Oct 2004 - Oct 2004
7848,Calimero,6.24,TV (45 eps),Oct 1974 - Sep 1975
7849,Chinpui,6.24,TV (56 eps),Feb 1989 - Apr 1991
7850,Dance with Devils,6.24,TV (12 eps),Oct 2015 - Dec 2015
7851,Hachi-nan tte, Sore wa Nai deshou!,6.24,TV (12 eps),Apr 2020 - Jun 2020
7852,Haiyoru! Nyaruani: Remember My Love(craft-sensei),6.24,TV (11 eps),Dec 2010 - Feb 2011
7853,Hakubunchou no Shiro,6.24,ONA (1 eps),Nov 2020 - Nov 2020
7854,Hana wa Saku,6.24,Special (1 eps),Mar 2013 - Mar 2013
7855,Haou Taikei Ryuu Knight: Adeu Legend,6.24,OVA (13 eps),Jul 1994 - Sep 1995
7856,Happy Happy Party!,6.24,Music (1 eps),Apr 2017 - Apr 2017
7857,I'll/CKBC,6.24,OVA (2 eps),Dec 2002 - Mar 2003
7858,Jikuu Boukenki Zentrix,6.24,TV (26 eps),Apr 2003 - Sep 2003
7859,Juunenbun no Watashi e,6.24,ONA (1 eps),Oct 2020 - Oct 2020
7860,Kamen Rider SD Kaiki?! Kumo Otoko,6.24,OVA (1 eps),Jan 1993 - Jan 1993
7861,Kitakubu Katsudou Kiroku: Miniature Theater,6.24,Special (6 eps),Oct 2013 - Dec 2013
7862,Koukyoushihen Eureka Seven Hi-Evolution 1,6.24,Movie (1 eps),Sep 2017 - Sep 2017
7863,Kurage no Shokudou,6.24,OVA (1 eps),Mar 2016 - Mar 2016
7864,Machine Robo: Cronos no Dai Gyakushuu,6.24,TV (47 eps),Jul 1986 - May 1987
7865,Macross Δ: Delta Shougekijou,6.24,Special (9 eps),Jul 2016 - Mar 2017
7866,Mahou Shoujo Site Recaps,6.24,Special (2 eps),May 2018 - Jun 2018
7867,Maicching Machiko-sensei,6.24,TV (95 eps),Oct 1981 - Oct 1983
7868,Midnight Eye: Gokuu II,6.24,OVA (1 eps),Dec 1989 - Dec 1989
7869,Miss Monochrome: Music Clips,6.24,Music (14 eps),Sep 2016 - Sep 2016
7870,Nanami-chan 2nd Series,6.24,TV (16 eps),Jun 2005 - Dec 2005
7871,Ookami Heart,6.24,Music (2 eps),Nov 2014 - Apr 2015
7872,Pia Carrot e Youkoso!! 2 DX,6.24,OVA (6 eps),Dec 1999 - Oct 2000
7873,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,6.24,ONA (2 eps),Nov 2012 - Nov 2012
7874,Pokemon: Pikachu Tanken Club,6.24,Special (1 eps),Aug 2007 - Aug 2007
7875,Pop in Q,6.24,Movie (1 eps),Dec 2016 - Dec 2016
7876,Saint Beast: Ikusen no Hiru to Yoru-hen,6.24,OVA (2 eps),Dec 2005 - Mar 2006
7877,Shaonian Jinyiwei,6.24,ONA (13 eps),Feb 2017 - May 2017
7878,Shounen Sunday CM: Kyoukai no Rinne,6.24,Special (1 eps),Sep 2009 - Sep 2009
7879,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,6.24,ONA (10 eps),Nov 2012 - Dec 2012
7880,Street Fighter IV: Aratanaru Kizuna,6.24,OVA (1 eps),Feb 2009 - Feb 2009
7881,Tarareba,6.24,Music (1 eps),Dec 2017 - Dec 2017
7882,The iDOLM@STER SideM: Wake Atte Mini!,6.24,TV (12 eps),Oct 2018 - Dec 2018
7883,To Heart 2: Dungeon Travelers,6.24,OVA (2 eps),Feb 2012 - Jul 2012
7884,Tondera House no Daibouken,6.24,TV (52 eps),Apr 1982 - Mar 1983
7885,Trickster: Edogawa Ranpo "Shounen Tanteidan" yori,6.24,TV (24 eps),Oct 2016 - Mar 2017
7886,Uma no Friends,6.24,ONA (1 eps),Aug 2017 - Aug 2017
7887,Yurumates wa?,6.24,OVA (1 eps),Jun 2011 - Jun 2011
7888,Mamono Hunter Youko,6.23,OVA (5 eps),Dec 1990 - Jul 1995
7889,Nameless,6.23,Music (2 eps),Sep 2016 - Sep 2016
7890,Nuwa Chengzhang Riji,6.23,ONA (30 eps),Apr 2016 - Nov 2016
7891,One Piece: Otoshidama Special - Tokubetsu Hou Mugiwara Kaizoku-dan no Himitsu!,6.23,Special (1 eps),Jan 2006 - Jan 2006
7892,Pokemon XY: Koukoku no Princess Diancie,6.23,Special (1 eps),Jul 2014 - Jul 2014
7893,Shikkakumon no Saikyou Kenja,6.23,TV (12 eps),Jan 2022 - Mar 2022
7894,Silent Möbius 2,6.23,Movie (1 eps),Jul 1992 - Jul 1992
7895,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,6.23,Movie (1 eps),Jul 1995 - Jul 1995
7896,Soreyuke! Uchuu Senkan Yamamoto Youko II,6.23,OVA (3 eps),Aug 1997 - Dec 1997
7897,Space Fantasia 2001 Nights,6.23,OVA (1 eps),Jun 1987 - Jun 1987
7898,T7S Longing for Summer Again and Again: Harukaze,6.23,Music (1 eps),Apr 2017 - Apr 2017
7899,Tabi Machi Late Show,6.23,TV (4 eps),Jan 2016 - Jan 2016
7900,Tanpen Unico: Kuroi Kumo to Shiroi Hane,6.23,OVA (1 eps),Jun 1989 - Jun 1989
7901,Tatakae!! Ramenman,6.23,TV (35 eps),Jan 1988 - Sep 1988
7902,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,6.23,Movie (1 eps),Sep 2003 - Sep 2003
7903,Tokusou Kihei Dorvack,6.23,TV (36 eps),Oct 1983 - Jul 1984
7904,Tom Sawyer no Bouken Specials,6.23,Special (2 eps),Feb 2001 - Feb 2001
7905,Transfer,6.23,Music (1 eps),Sep 2012 - Sep 2012
7906,Twisted Wonderland 2nd Anniversary PV,6.23,ONA (1 eps),Mar 2022 - Mar 2022
